protein accession	genome accession	contig accession	sequence accession	locus start 1b	locus end 1b	strand	sequence length	feature type	feature index	feature position 1b	error
XP_046855637.1	GCF_021976095.1	NW_025813486.1		4853060	4845195	-	7866	dss	5	2716	
XP_046855637.1	GCF_021976095.1	NW_025813486.1		4853060	4845195	-	7866	dss	6	5286	
XP_046855637.1	GCF_021976095.1	NW_025813486.1		4853060	4845195	-	7866	ass	1	1591	
XP_046855637.1	GCF_021976095.1	NW_025813486.1		4853060	4845195	-	7866	ass	2	1844	
XP_046855637.1	GCF_021976095.1	NW_025813486.1		4853060	4845195	-	7866	ass	3	2009	
XP_046855637.1	GCF_021976095.1	NW_025813486.1		4853060	4845195	-	7866	ass	4	2561	
XP_046855637.1	GCF_021976095.1	NW_025813486.1		4853060	4845195	-	7866	ass	5	4611	
XP_046855637.1	GCF_021976095.1	NW_025813486.1		4853060	4845195	-	7866	ass	6	7106	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	dss	1	1171	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	dss	2	2264	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	dss	3	3804	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	dss	4	4084	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	dss	5	7156	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	ass	1	2213	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	ass	2	3706	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	ass	3	3932	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	ass	4	6481	
XP_046855638.1	GCF_021976095.1	NW_025813486.1		4872146	4862863	-	9284	ass	5	8154	
XP_046855639.1	GCF_021976095.1	NW_025813486.1		4939110	4876334	-	62777	dss	1	475	
XP_046855639.1	GCF_021976095.1	NW_025813486.1		4939110	4876334	-	62777	dss	2	57003	
XP_046855639.1	GCF_021976095.1	NW_025813486.1		4939110	4876334	-	62777	ass	1	56328	
XP_046855639.1	GCF_021976095.1	NW_025813486.1		4939110	4876334	-	62777	ass	2	61754	
XP_046855640.1	GCF_021976095.1	NW_025813486.1		4893961	4876334	-	17628	dss	1	11854	
XP_046855640.1	GCF_021976095.1	NW_025813486.1		4893961	4876334	-	17628	ass	1	16605	
XP_046855641.1	GCF_021976095.1	NW_025813486.1		4893962	4876334	-	17629	dss	1	11855	
XP_046855641.1	GCF_021976095.1	NW_025813486.1		4893962	4876334	-	17629	ass	1	16606	
XP_046855646.1	GCF_021976095.1	NW_025813486.1		4421462	4419171	-	2292	dss	1	1443	
XP_046855646.1	GCF_021976095.1	NW_025813486.1		4421462	4419171	-	2292	ass	1	1666	
XP_046855649.1	GCF_021976095.1	NW_025813486.1		4549951	4548272	-	1680	dss	1	574	
XP_046855649.1	GCF_021976095.1	NW_025813486.1		4549951	4548272	-	1680	ass	1	1164	
XP_046855653.1	GCF_021976095.1	NW_025813486.1		4592424	4590650	-	1775	dss	1	438	
XP_046855653.1	GCF_021976095.1	NW_025813486.1		4592424	4590650	-	1775	ass	1	1136	
XP_046855662.1	GCF_021976095.1	NW_025813486.1		4507084	4488749	-	18336	dss	1	299	
XP_046855662.1	GCF_021976095.1	NW_025813486.1		4507084	4488749	-	18336	dss	2	766	
XP_046855662.1	GCF_021976095.1	NW_025813486.1		4507084	4488749	-	18336	ass	1	687	
XP_046855662.1	GCF_021976095.1	NW_025813486.1		4507084	4488749	-	18336	ass	2	18137	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	dss	1	151	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	dss	2	1138	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	dss	3	1413	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	dss	4	1653	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	dss	5	2314	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	dss	6	3162	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	ass	1	1087	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	ass	2	1315	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	ass	3	1489	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	ass	4	2159	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	ass	5	2487	
XP_046855663.1	GCF_021976095.1	NW_025813486.1		4671474	4666581	-	4894	ass	6	4349	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	dss	1	733	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	dss	2	1283	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	dss	3	1808	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	dss	4	2038	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	dss	5	2462	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	dss	6	3399	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	ass	1	1232	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	ass	2	1710	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	ass	3	1874	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	ass	4	2307	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	ass	5	2721	
XP_046855664.1	GCF_021976095.1	NW_025813486.1		4661438	4657618	-	3821	ass	6	3576	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	dss	1	21701	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	dss	2	23462	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	dss	3	23726	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	dss	4	23959	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	dss	5	24403	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	dss	6	25692	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	ass	1	23411	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	ass	2	23628	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	ass	3	23795	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	ass	4	24248	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	ass	5	25017	
XP_046855665.1	GCF_021976095.1	NW_025813486.1		4496270	4468493	-	27778	ass	6	27324	
XP_046855922.1	GCF_021976095.1	NW_025813486.1		7404794	7402611	-	2184	dss	1	271	
XP_046855922.1	GCF_021976095.1	NW_025813486.1		7404794	7402611	-	2184	ass	1	1900	
XP_046856610.1	GCF_021976095.1	NW_025813486.1		7124728	7123324	-	1405	dss	1	664	
XP_046856610.1	GCF_021976095.1	NW_025813486.1		7124728	7123324	-	1405	ass	1	1126	
XP_046857468.1	GCF_021976095.1	NW_025813487.1		64793	65851	+	1059	dss	1	62	
XP_046857468.1	GCF_021976095.1	NW_025813487.1		64793	65851	+	1059	ass	1	547	
XP_046857503.1	GCF_021976095.1	NW_025813487.1		237487	238801	+	1315	dss	1	368	
XP_046857503.1	GCF_021976095.1	NW_025813487.1		237487	238801	+	1315	ass	1	851	
XP_046857945.1	GCF_021976095.1	NW_025813487.1		3800418	3800860	+	443	dss	1	83	
XP_046857945.1	GCF_021976095.1	NW_025813487.1		3800418	3800860	+	443	ass	1	158	
XP_046858161.1	GCF_021976095.1	NW_025813487.1		1778486	1777634	-	853	dss	1	114	
XP_046858161.1	GCF_021976095.1	NW_025813487.1		1778486	1777634	-	853	ass	1	596	
XP_046858527.1	GCF_021976095.1	NW_025813487.1		3883177	3884877	+	1701	dss	1	323	
XP_046858527.1	GCF_021976095.1	NW_025813487.1		3883177	3884877	+	1701	dss	2	706	
XP_046858527.1	GCF_021976095.1	NW_025813487.1		3883177	3884877	+	1701	ass	1	507	
XP_046858527.1	GCF_021976095.1	NW_025813487.1		3883177	3884877	+	1701	ass	2	1189	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	dss	1	207	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	dss	2	329	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	dss	3	561	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	dss	4	1203	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	dss	5	1374	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	dss	6	1478	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	dss	7	1828	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	ass	1	281	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	ass	2	460	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	ass	3	1069	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	ass	4	1342	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	ass	5	1446	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	ass	6	1784	
XP_046859713.1	GCF_021976095.1	NW_025813488.1		6364714	6367852	+	3139	ass	7	1963	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	dss	1	233	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	dss	2	1200	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	dss	3	1688	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	dss	4	1923	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	dss	5	2548	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	dss	6	3055	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	ass	1	1047	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	ass	2	1524	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	ass	3	1771	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	ass	4	2120	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	ass	5	2804	
XP_046860118.1	GCF_021976095.1	NW_025813488.1		5737485	5741211	+	3727	ass	6	3292	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	dss	1	1346	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	dss	2	2313	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	dss	3	2801	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	dss	4	3036	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	dss	5	3661	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	dss	6	4168	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	ass	1	2160	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	ass	2	2637	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	ass	3	2884	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	ass	4	3233	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	ass	5	3917	
XP_046860119.1	GCF_021976095.1	NW_025813488.1		5736372	5741211	+	4840	ass	6	4405	
XP_046860617.1	GCF_021976095.1	NW_025813489.1		171485	181320	+	9836	dss	1	58	
XP_046860617.1	GCF_021976095.1	NW_025813489.1		171485	181320	+	9836	dss	2	464	
XP_046860617.1	GCF_021976095.1	NW_025813489.1		171485	181320	+	9836	dss	3	1460	
XP_046860617.1	GCF_021976095.1	NW_025813489.1		171485	181320	+	9836	dss	4	3362	
XP_046860617.1	GCF_021976095.1	NW_025813489.1		171485	181320	+	9836	ass	1	387	
XP_046860617.1	GCF_021976095.1	NW_025813489.1		171485	181320	+	9836	ass	2	1172	
XP_046860617.1	GCF_021976095.1	NW_025813489.1		171485	181320	+	9836	ass	3	3149	
XP_046860617.1	GCF_021976095.1	NW_025813489.1		171485	181320	+	9836	ass	4	9077	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	1	626	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	2	1363	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	3	1589	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	4	1979	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	5	2633	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	6	2952	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	7	3034	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	8	3695	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	dss	9	3914	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	1	1266	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	2	1425	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	3	1890	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	4	2343	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	5	2706	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	6	2955	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	7	3524	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	8	3804	
XP_046860757.1	GCF_021976095.1	NW_025813492.1		121942	125961	+	4020	ass	9	3986	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	dss	1	312	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	dss	2	550	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	dss	3	959	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	dss	4	1975	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	dss	5	2275	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	ass	1	386	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	ass	2	804	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	ass	3	1577	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	ass	4	2032	
XP_046862854.1	GCF_021976095.1	NW_025813515.1		578175	582021	+	3847	ass	5	3644	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	dss	1	220	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	dss	2	1180	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	dss	3	1667	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	dss	4	1902	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	dss	5	2527	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	dss	6	2979	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	ass	1	1027	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	ass	2	1503	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	ass	3	1750	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	ass	4	2099	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	ass	5	2728	
XP_046863269.1	GCF_021976095.1	NW_025813526.1		6377282	6373610	-	3673	ass	6	3214	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	1	37426	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	2	38309	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	3	42198	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	4	48081	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	5	51313	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	6	52091	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	7	53227	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	8	55141	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	1	38258	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	2	42088	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	3	47920	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	4	51242	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	5	52014	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	6	52939	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	7	54928	
XP_046864486.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	8	56253	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	1	37426	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	2	38309	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	3	42198	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	4	48081	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	5	51313	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	6	52091	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	7	53227	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	dss	8	55141	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	1	38258	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	2	42088	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	3	47920	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	4	51242	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	5	52014	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	6	52939	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	7	54928	
XP_046864487.1	GCF_021976095.1	NW_025813526.1		3363869	3305673	-	58197	ass	8	56253	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	dss	1	26391	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	dss	2	27274	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	dss	3	31163	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	dss	4	37046	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	dss	5	40278	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	dss	6	41056	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	dss	7	42192	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	dss	8	44106	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	ass	1	27223	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	ass	2	31053	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	ass	3	36885	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	ass	4	40207	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	ass	5	40979	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	ass	6	41904	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	ass	7	43893	
XP_046864488.1	GCF_021976095.1	NW_025813526.1		3352834	3305673	-	47162	ass	8	45218	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	dss	1	1680	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	dss	2	2563	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	dss	3	6452	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	dss	4	12335	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	dss	5	15567	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	dss	6	16345	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	dss	7	17481	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	dss	8	19395	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	ass	1	2512	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	ass	2	6342	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	ass	3	12174	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	ass	4	15496	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	ass	5	16268	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	ass	6	17193	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	ass	7	19182	
XP_046864489.1	GCF_021976095.1	NW_025813526.1		3328123	3305673	-	22451	ass	8	20507	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	dss	1	152	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	dss	2	600	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	dss	3	707	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	dss	4	1167	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	dss	5	1678	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	dss	6	1999	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	dss	7	2411	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	ass	1	555	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	ass	2	702	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	ass	3	1063	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	ass	4	1514	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	ass	5	1922	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	ass	6	2322	
XP_058940193.1	GCF_030620025.1	NW_026711274.1		15675	11909	-	3767	ass	7	2642	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	dss	1	310	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	dss	2	1581	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	dss	3	2804	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	dss	4	3712	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	dss	5	4814	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	dss	6	5425	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	dss	7	6371	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	ass	1	1524	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	ass	2	2700	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	ass	3	3551	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	ass	4	4740	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	ass	5	5348	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	ass	6	6070	
XP_058945169.1	GCF_030620025.1	NW_026709475.1		22208	13825	-	8384	ass	7	7754	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	dss	1	308	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	dss	2	1579	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	dss	3	4812	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	dss	4	5423	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	dss	5	6369	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	ass	1	1522	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	ass	2	4738	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	ass	3	5346	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	ass	4	6068	
XP_058945170.1	GCF_030620025.1	NW_026709475.1		22206	13825	-	8382	ass	5	7752	
XP_058945172.1	GCF_030620025.1	NW_026709475.1		35180	27894	-	7287	dss	1	42	
XP_058945172.1	GCF_030620025.1	NW_026709475.1		35180	27894	-	7287	dss	2	1792	
XP_058945172.1	GCF_030620025.1	NW_026709475.1		35180	27894	-	7287	dss	3	2498	
XP_058945172.1	GCF_030620025.1	NW_026709475.1		35180	27894	-	7287	dss	4	3992	
XP_058945172.1	GCF_030620025.1	NW_026709475.1		35180	27894	-	7287	dss	5	4730	
XP_058945172.1	GCF_030620025.1	NW_026709475.1		35180	27894	-	7287	dss	6	5466	
XP_058945172.1	GCF_030620025.1	NW_026709475.1		35180	27894	-	7287	dss	7	6027	
