Genome accession	NFkB candidate	IkB candidate	NFkB chain contact coordinate	pDockQ2 region	pDockQ2 score	zipfile	zipfile_sha256	scoring_signature
GCF_002042975.1	XP_020612557.1	XP_020612557.1	292:435	A_region_A_Cterm	0.149567	fold_xp_020612557_1.zip	79340eee071567269de3c3cd2d660d2caa8d6a0482268636ac17d8d6ace07b2d	5bc2fe38b22c311ac81c7ab50c91ec655a8a96a92f56bb8a8db272c6fc9cdb7b
GCF_002042975.1	XP_020612557.1	XP_020604254.1	292:435	A_B	0.801079	fold_xp_020612557_1_xp_020604254_1.zip	8e91e6b0fb83a406d0cbb281f6262f232466180f6b95ceca296d2c3070e6da05	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020604254.1	292:435	A_C	0.499721	fold_xp_020612557_1_xp_020604254_1.zip	8e91e6b0fb83a406d0cbb281f6262f232466180f6b95ceca296d2c3070e6da05	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020604254.1	292:435	B_C	0.374001	fold_xp_020612557_1_xp_020604254_1.zip	8e91e6b0fb83a406d0cbb281f6262f232466180f6b95ceca296d2c3070e6da05	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020604254.1	292:435	A_region_B_region	0.805631	fold_xp_020612557_1_xp_020604254_1.zip	8e91e6b0fb83a406d0cbb281f6262f232466180f6b95ceca296d2c3070e6da05	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020604254.1	292:435	A_region_C	0.499721	fold_xp_020612557_1_xp_020604254_1.zip	8e91e6b0fb83a406d0cbb281f6262f232466180f6b95ceca296d2c3070e6da05	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020604254.1	292:435	B_region_C	0.406930	fold_xp_020612557_1_xp_020604254_1.zip	8e91e6b0fb83a406d0cbb281f6262f232466180f6b95ceca296d2c3070e6da05	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614015.1	292:435	A_B	0.783932	fold_xp_020612557_1_xp_020614015_1.zip	1a91be3fe06ade9a8a4a07ce45161c81e37c491e8765bf07c553d7be0245695f	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614015.1	292:435	A_C	0.373072	fold_xp_020612557_1_xp_020614015_1.zip	1a91be3fe06ade9a8a4a07ce45161c81e37c491e8765bf07c553d7be0245695f	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614015.1	292:435	B_C	0.350628	fold_xp_020612557_1_xp_020614015_1.zip	1a91be3fe06ade9a8a4a07ce45161c81e37c491e8765bf07c553d7be0245695f	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614015.1	292:435	A_region_B_region	0.783932	fold_xp_020612557_1_xp_020614015_1.zip	1a91be3fe06ade9a8a4a07ce45161c81e37c491e8765bf07c553d7be0245695f	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614015.1	292:435	A_region_C	0.373072	fold_xp_020612557_1_xp_020614015_1.zip	1a91be3fe06ade9a8a4a07ce45161c81e37c491e8765bf07c553d7be0245695f	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614015.1	292:435	B_region_C	0.350628	fold_xp_020612557_1_xp_020614015_1.zip	1a91be3fe06ade9a8a4a07ce45161c81e37c491e8765bf07c553d7be0245695f	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614060.1	292:435	A_B	0.371237	fold_xp_020612557_1_xp_020614060_1.zip	1fc2d4b6ea607c405c79b8085e6f41a2646cf79fdda1e818c1e868f42c14c25d	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614060.1	292:435	A_C	0.137262	fold_xp_020612557_1_xp_020614060_1.zip	1fc2d4b6ea607c405c79b8085e6f41a2646cf79fdda1e818c1e868f42c14c25d	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614060.1	292:435	B_C	0.227472	fold_xp_020612557_1_xp_020614060_1.zip	1fc2d4b6ea607c405c79b8085e6f41a2646cf79fdda1e818c1e868f42c14c25d	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614060.1	292:435	A_region_B_region	0.767356	fold_xp_020612557_1_xp_020614060_1.zip	1fc2d4b6ea607c405c79b8085e6f41a2646cf79fdda1e818c1e868f42c14c25d	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614060.1	292:435	A_region_C	0.150179	fold_xp_020612557_1_xp_020614060_1.zip	1fc2d4b6ea607c405c79b8085e6f41a2646cf79fdda1e818c1e868f42c14c25d	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002042975.1	XP_020612557.1	XP_020614060.1	292:435	B_region_C	0.344958	fold_xp_020612557_1_xp_020614060_1.zip	1fc2d4b6ea607c405c79b8085e6f41a2646cf79fdda1e818c1e868f42c14c25d	b07c550e9ea22da52ac6ea7dd0490be74ad248b059bd282d95f5d02a79eeb1bb
GCF_002571385.2	XP_022789210.1	XP_022789210.1	253:396	A_region_A_Cterm	0.467539	fold_xp_022789210_1.zip	b02b221f6f852793bec3f94144616eff4b8bcda7361556abab231e77c1371665	2c4c72ceeae4d3bc4acc6e0a34aa704d404c8f4b361e93d7a9640e36ad49c5ee
GCF_002571385.2	XP_022789210.1	XP_022798720.1	253:396	A_B	0.785876	fold_xp_022789210_1_xp_022798720_1.zip	1f5d066968461346f7d9674997ce013a0151cfefc379178e4d9cfe8a2bc4f8e8	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022798720.1	253:396	A_C	0.490409	fold_xp_022789210_1_xp_022798720_1.zip	1f5d066968461346f7d9674997ce013a0151cfefc379178e4d9cfe8a2bc4f8e8	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022798720.1	253:396	B_C	0.139592	fold_xp_022789210_1_xp_022798720_1.zip	1f5d066968461346f7d9674997ce013a0151cfefc379178e4d9cfe8a2bc4f8e8	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022798720.1	253:396	A_region_B_region	0.785876	fold_xp_022789210_1_xp_022798720_1.zip	1f5d066968461346f7d9674997ce013a0151cfefc379178e4d9cfe8a2bc4f8e8	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022798720.1	253:396	A_region_C	0.490409	fold_xp_022789210_1_xp_022798720_1.zip	1f5d066968461346f7d9674997ce013a0151cfefc379178e4d9cfe8a2bc4f8e8	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022798720.1	253:396	B_region_C	0.508743	fold_xp_022789210_1_xp_022798720_1.zip	1f5d066968461346f7d9674997ce013a0151cfefc379178e4d9cfe8a2bc4f8e8	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801431.1	253:396	A_B	0.677441	fold_xp_022789210_1_xp_022801431_1.zip	b5a5a72ff8d09d9f191920efa2793809595618c8f60df04d28750b229809648f	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801431.1	253:396	A_C	0.161291	fold_xp_022789210_1_xp_022801431_1.zip	b5a5a72ff8d09d9f191920efa2793809595618c8f60df04d28750b229809648f	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801431.1	253:396	B_C	0.121701	fold_xp_022789210_1_xp_022801431_1.zip	b5a5a72ff8d09d9f191920efa2793809595618c8f60df04d28750b229809648f	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801431.1	253:396	A_region_B_region	0.712398	fold_xp_022789210_1_xp_022801431_1.zip	b5a5a72ff8d09d9f191920efa2793809595618c8f60df04d28750b229809648f	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801431.1	253:396	A_region_C	0.161291	fold_xp_022789210_1_xp_022801431_1.zip	b5a5a72ff8d09d9f191920efa2793809595618c8f60df04d28750b229809648f	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801431.1	253:396	B_region_C	0.121701	fold_xp_022789210_1_xp_022801431_1.zip	b5a5a72ff8d09d9f191920efa2793809595618c8f60df04d28750b229809648f	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801432.1	253:396	A_B	0.783582	fold_xp_022789210_1_xp_022801432_1.zip	24927c69b97f6e0bc4543b7b18dda8c879c1db36bc714680889cef6318cdae84	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801432.1	253:396	A_C	0.515165	fold_xp_022789210_1_xp_022801432_1.zip	24927c69b97f6e0bc4543b7b18dda8c879c1db36bc714680889cef6318cdae84	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801432.1	253:396	B_C	0.396399	fold_xp_022789210_1_xp_022801432_1.zip	24927c69b97f6e0bc4543b7b18dda8c879c1db36bc714680889cef6318cdae84	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801432.1	253:396	A_region_B_region	0.792438	fold_xp_022789210_1_xp_022801432_1.zip	24927c69b97f6e0bc4543b7b18dda8c879c1db36bc714680889cef6318cdae84	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801432.1	253:396	A_region_C	0.515165	fold_xp_022789210_1_xp_022801432_1.zip	24927c69b97f6e0bc4543b7b18dda8c879c1db36bc714680889cef6318cdae84	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_002571385.2	XP_022789210.1	XP_022801432.1	253:396	B_region_C	0.415428	fold_xp_022789210_1_xp_022801432_1.zip	24927c69b97f6e0bc4543b7b18dda8c879c1db36bc714680889cef6318cdae84	da9ca91803dcc129f604bbe7cc17700e3988e55ea5f5c1b86d93b37e0aa9a969
GCF_003704095.1	XP_027038010.1	XP_027038010.1	255:398	A_region_A_Cterm	0.334646	fold_xp_027038010_1.zip	d7f3485eefd6fc7a66226bebad68e9c61c7e7e4fcfe18435fbc7fcd09fe07ba4	f8fc7f73dbe1160dab37ecf464312305c5bdd8d8b409cfe89230f6c4342b9500
GCF_003704095.1	XP_027038010.1	XP_027051378.1	255:398	A_B	0.754841	fold_xp_027038010_1_xp_027051378_1.zip	8cc0f113bb9a32087d3d06cb57ac212dbcba4e29728e48111b09f7a478cd67ae	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027051378.1	255:398	A_C	0.324750	fold_xp_027038010_1_xp_027051378_1.zip	8cc0f113bb9a32087d3d06cb57ac212dbcba4e29728e48111b09f7a478cd67ae	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027051378.1	255:398	B_C	0.275475	fold_xp_027038010_1_xp_027051378_1.zip	8cc0f113bb9a32087d3d06cb57ac212dbcba4e29728e48111b09f7a478cd67ae	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027051378.1	255:398	A_region_B_region	0.779264	fold_xp_027038010_1_xp_027051378_1.zip	8cc0f113bb9a32087d3d06cb57ac212dbcba4e29728e48111b09f7a478cd67ae	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027051378.1	255:398	A_region_C	0.324750	fold_xp_027038010_1_xp_027051378_1.zip	8cc0f113bb9a32087d3d06cb57ac212dbcba4e29728e48111b09f7a478cd67ae	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027051378.1	255:398	B_region_C	0.275475	fold_xp_027038010_1_xp_027051378_1.zip	8cc0f113bb9a32087d3d06cb57ac212dbcba4e29728e48111b09f7a478cd67ae	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027052644.1	255:398	A_B	0.512913	fold_xp_027038010_1_xp_027052644_1.zip	326c7c01560f7ae37078f4ffdd440e03b36803563904ff2f082a6225c9a13632	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027052644.1	255:398	A_C	0.373446	fold_xp_027038010_1_xp_027052644_1.zip	326c7c01560f7ae37078f4ffdd440e03b36803563904ff2f082a6225c9a13632	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027052644.1	255:398	B_C	0.274552	fold_xp_027038010_1_xp_027052644_1.zip	326c7c01560f7ae37078f4ffdd440e03b36803563904ff2f082a6225c9a13632	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027052644.1	255:398	A_region_B_region	0.776864	fold_xp_027038010_1_xp_027052644_1.zip	326c7c01560f7ae37078f4ffdd440e03b36803563904ff2f082a6225c9a13632	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027052644.1	255:398	A_region_C	0.373446	fold_xp_027038010_1_xp_027052644_1.zip	326c7c01560f7ae37078f4ffdd440e03b36803563904ff2f082a6225c9a13632	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027052644.1	255:398	B_region_C	0.274552	fold_xp_027038010_1_xp_027052644_1.zip	326c7c01560f7ae37078f4ffdd440e03b36803563904ff2f082a6225c9a13632	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027057621.1	255:398	A_B	0.781819	fold_xp_027038010_1_xp_027057621_1.zip	20edc3035735d35951adbf2f5367f5a89e0e2781b29a35d73fc9b8342fde6ce3	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027057621.1	255:398	A_C	0.376151	fold_xp_027038010_1_xp_027057621_1.zip	20edc3035735d35951adbf2f5367f5a89e0e2781b29a35d73fc9b8342fde6ce3	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027057621.1	255:398	B_C	0.458598	fold_xp_027038010_1_xp_027057621_1.zip	20edc3035735d35951adbf2f5367f5a89e0e2781b29a35d73fc9b8342fde6ce3	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027057621.1	255:398	A_region_B_region	0.781819	fold_xp_027038010_1_xp_027057621_1.zip	20edc3035735d35951adbf2f5367f5a89e0e2781b29a35d73fc9b8342fde6ce3	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027057621.1	255:398	A_region_C	0.376151	fold_xp_027038010_1_xp_027057621_1.zip	20edc3035735d35951adbf2f5367f5a89e0e2781b29a35d73fc9b8342fde6ce3	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_003704095.1	XP_027038010.1	XP_027057621.1	255:398	B_region_C	0.531627	fold_xp_027038010_1_xp_027057621_1.zip	20edc3035735d35951adbf2f5367f5a89e0e2781b29a35d73fc9b8342fde6ce3	ff1ca08f477a5e8c317fd8f9d116cb12edde2c7a2951fa5492170faee70dd512
GCF_004143615.1	XP_029186950.1	XP_029186950.1	254:396	A_region_A_Cterm	0.624641	fold_xp_029186950_1.zip	660d2cab8c10892f3fa532daa536424600f0793573d46d32a49e9c734006225f	1f9046884bf1b253051847ee6860ac46c1cdc68a03fa2800106e0a5272375666
GCF_004143615.1	XP_029186950.1	XP_029197502.1	254:396	A_B	0.583153	fold_xp_029186950_1_xp_029197502_1.zip	99033d6833f005f901cb4d20cce2531aa3d6b66a3de75b9f2cbf7fa9163ad5f8	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029197502.1	254:396	A_C	0.453499	fold_xp_029186950_1_xp_029197502_1.zip	99033d6833f005f901cb4d20cce2531aa3d6b66a3de75b9f2cbf7fa9163ad5f8	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029197502.1	254:396	B_C	0.340617	fold_xp_029186950_1_xp_029197502_1.zip	99033d6833f005f901cb4d20cce2531aa3d6b66a3de75b9f2cbf7fa9163ad5f8	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029197502.1	254:396	A_region_B_region	0.781897	fold_xp_029186950_1_xp_029197502_1.zip	99033d6833f005f901cb4d20cce2531aa3d6b66a3de75b9f2cbf7fa9163ad5f8	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029197502.1	254:396	A_region_C	0.453499	fold_xp_029186950_1_xp_029197502_1.zip	99033d6833f005f901cb4d20cce2531aa3d6b66a3de75b9f2cbf7fa9163ad5f8	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029197502.1	254:396	B_region_C	0.340617	fold_xp_029186950_1_xp_029197502_1.zip	99033d6833f005f901cb4d20cce2531aa3d6b66a3de75b9f2cbf7fa9163ad5f8	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214161.1	254:396	A_B	0.611226	fold_xp_029186950_1_xp_029214161_1.zip	6cfe7b72db755b70610a418f46549c0067a37b6349d47759cac64cfe914b45df	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214161.1	254:396	A_C	0.449976	fold_xp_029186950_1_xp_029214161_1.zip	6cfe7b72db755b70610a418f46549c0067a37b6349d47759cac64cfe914b45df	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214161.1	254:396	B_C	0.431163	fold_xp_029186950_1_xp_029214161_1.zip	6cfe7b72db755b70610a418f46549c0067a37b6349d47759cac64cfe914b45df	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214161.1	254:396	A_region_B_region	0.781016	fold_xp_029186950_1_xp_029214161_1.zip	6cfe7b72db755b70610a418f46549c0067a37b6349d47759cac64cfe914b45df	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214161.1	254:396	A_region_C	0.449976	fold_xp_029186950_1_xp_029214161_1.zip	6cfe7b72db755b70610a418f46549c0067a37b6349d47759cac64cfe914b45df	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214161.1	254:396	B_region_C	0.431163	fold_xp_029186950_1_xp_029214161_1.zip	6cfe7b72db755b70610a418f46549c0067a37b6349d47759cac64cfe914b45df	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214164.1	254:396	A_B	0.786780	fold_xp_029186950_1_xp_029214164_1.zip	01c4d7383b4e98860ea7bb9e74232e31213feedef9b04bb8c4687b575dcf9445	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214164.1	254:396	A_C	0.513972	fold_xp_029186950_1_xp_029214164_1.zip	01c4d7383b4e98860ea7bb9e74232e31213feedef9b04bb8c4687b575dcf9445	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214164.1	254:396	B_C	0.396361	fold_xp_029186950_1_xp_029214164_1.zip	01c4d7383b4e98860ea7bb9e74232e31213feedef9b04bb8c4687b575dcf9445	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214164.1	254:396	A_region_B_region	0.786780	fold_xp_029186950_1_xp_029214164_1.zip	01c4d7383b4e98860ea7bb9e74232e31213feedef9b04bb8c4687b575dcf9445	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214164.1	254:396	A_region_C	0.513972	fold_xp_029186950_1_xp_029214164_1.zip	01c4d7383b4e98860ea7bb9e74232e31213feedef9b04bb8c4687b575dcf9445	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004143615.1	XP_029186950.1	XP_029214164.1	254:396	B_region_C	0.396361	fold_xp_029186950_1_xp_029214164_1.zip	01c4d7383b4e98860ea7bb9e74232e31213feedef9b04bb8c4687b575dcf9445	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_004324835.1	XP_028414684.1	XP_028396366.1	242:385	A_B	0.150498	fold_xp_028414684_1_xp_028396366_1.zip	419aa70a945e9af00e7833414a90a19484209e32210e08f0c509bcb55de5b97e	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028396366.1	242:385	A_C	0.356619	fold_xp_028414684_1_xp_028396366_1.zip	419aa70a945e9af00e7833414a90a19484209e32210e08f0c509bcb55de5b97e	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028396366.1	242:385	B_C	0.134719	fold_xp_028414684_1_xp_028396366_1.zip	419aa70a945e9af00e7833414a90a19484209e32210e08f0c509bcb55de5b97e	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028396366.1	242:385	A_region_B_region	0.751945	fold_xp_028414684_1_xp_028396366_1.zip	419aa70a945e9af00e7833414a90a19484209e32210e08f0c509bcb55de5b97e	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028396366.1	242:385	A_region_C	0.356619	fold_xp_028414684_1_xp_028396366_1.zip	419aa70a945e9af00e7833414a90a19484209e32210e08f0c509bcb55de5b97e	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028396366.1	242:385	B_region_C	0.194479	fold_xp_028414684_1_xp_028396366_1.zip	419aa70a945e9af00e7833414a90a19484209e32210e08f0c509bcb55de5b97e	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028400134.1	242:385	A_B				
GCF_004324835.1	XP_028414684.1	XP_028400134.1	242:385	A_C				
GCF_004324835.1	XP_028414684.1	XP_028400134.1	242:385	B_C				
GCF_004324835.1	XP_028414684.1	XP_028400134.1	242:385	A_region_B_region				
GCF_004324835.1	XP_028414684.1	XP_028400134.1	242:385	A_region_C				
GCF_004324835.1	XP_028414684.1	XP_028400134.1	242:385	B_region_C				
GCF_004324835.1	XP_028414684.1	XP_028400154.1	242:385	A_B	0.782191	fold_xp_028414684_1_xp_028400154_1.zip	bcded8fafd97232ee716f222561d74b19ff9ccc9cfffa467cad2abd9de52a73b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028400154.1	242:385	A_C	0.433183	fold_xp_028414684_1_xp_028400154_1.zip	bcded8fafd97232ee716f222561d74b19ff9ccc9cfffa467cad2abd9de52a73b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028400154.1	242:385	B_C	0.323782	fold_xp_028414684_1_xp_028400154_1.zip	bcded8fafd97232ee716f222561d74b19ff9ccc9cfffa467cad2abd9de52a73b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028400154.1	242:385	A_region_B_region	0.782191	fold_xp_028414684_1_xp_028400154_1.zip	bcded8fafd97232ee716f222561d74b19ff9ccc9cfffa467cad2abd9de52a73b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028400154.1	242:385	A_region_C	0.433183	fold_xp_028414684_1_xp_028400154_1.zip	bcded8fafd97232ee716f222561d74b19ff9ccc9cfffa467cad2abd9de52a73b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028400154.1	242:385	B_region_C	0.323782	fold_xp_028414684_1_xp_028400154_1.zip	bcded8fafd97232ee716f222561d74b19ff9ccc9cfffa467cad2abd9de52a73b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028404342.1	242:385	A_B	0.475141	fold_xp_028414684_1_xp_028404342_1.zip	2c35f25819457b4409b405b998a2c8098efff4afeb82fd79d836807dc2ba9f5b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
