transcript_id	locus_id	rank	score	raw_score	strand	transcript_length	locus_length	transcript_coverage	identity	gap_count	gap_bases	transcript_start	transcript_end	locus_start	locus_end
pseudodiploria_host_TRINITY_DN202411_c1_g2_i5.p1_1_111|pseudodiploria_host_TRINITY_DN202411_c1_g2_i5_3_335	CDRNSK010000283.1_IkB-like-2_cnidaria_d33dc3b5_cds	4	4.654654654654655	31.0	+	333	1053	0.12012012012012012	0.825	2	6	186	232	903	943
siderastrea_host_TRINITY_DN442751_c0_g3_i11.p1_4_164|siderastrea_host_TRINITY_DN442751_c0_g3_i11_11_493	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	1	92.02898550724638	889.0	+	483	1119	1.0	0.9855072463768116	3	30	0	483	336	849
siderastrea_host_TRINITY_DN442751_c0_g3_i11.p1_4_164|siderastrea_host_TRINITY_DN442751_c0_g3_i11_11_493	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	2	5.590062111801243	54.0	+	483	1272	0.4554865424430642	0.7772727272727272	19	65	153	410	675	923
siderastrea_host_TRINITY_DN442751_c0_g3_i11.p1_4_164|siderastrea_host_TRINITY_DN442751_c0_g3_i11_11_493	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	3	3.5196687370600412	34.0	+	483	1104	0.045548654244306416	0.9090909090909091	0	0	271	293	499	521
siderastrea_host_TRINITY_DN442751_c0_g3_i11.p1_4_164|siderastrea_host_TRINITY_DN442751_c0_g3_i11_11_493	OZ024890.1_p100-like_cnidaria_78e5b665_cds	4	3.1055900621118013	30.0	+	483	3150	0.062111801242236024	0.9333333333333333	3	8	168	202	1870	1904
siderastrea_host_TRINITY_DN442751_c0_g3_i5.p1_4_246|siderastrea_host_TRINITY_DN442751_c0_g3_i5_11_739	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	1	91.76954732510288	1338.0	+	729	1119	1.0	0.9862825788751715	4	54	0	729	336	1119
siderastrea_host_TRINITY_DN442751_c0_g3_i5.p1_4_246|siderastrea_host_TRINITY_DN442751_c0_g3_i5_11_739	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	2	3.7037037037037037	54.0	+	729	1272	0.3017832647462277	0.7772727272727272	19	65	153	410	675	923
siderastrea_host_TRINITY_DN442751_c0_g3_i5.p1_4_246|siderastrea_host_TRINITY_DN442751_c0_g3_i5_11_739	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	3	2.3319615912208507	34.0	+	729	1104	0.03017832647462277	0.9090909090909091	0	0	271	293	499	521
siderastrea_host_TRINITY_DN442751_c0_g3_i5.p1_4_246|siderastrea_host_TRINITY_DN442751_c0_g3_i5_11_739	OZ024890.1_p100-like_cnidaria_78e5b665_cds	4	2.05761316872428	30.0	+	729	3150	0.0411522633744856	0.9333333333333333	3	8	168	202	1870	1904
siderastrea_host_TRINITY_DN442751_c0_g3_i8.p1_1_116|siderastrea_host_TRINITY_DN442751_c0_g3_i8_217_564	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	1	91.66666666666667	638.0	+	348	1119	1.0	0.9885057471264368	2	30	0	348	471	849
siderastrea_host_TRINITY_DN442751_c0_g3_i8.p1_1_116|siderastrea_host_TRINITY_DN442751_c0_g3_i8_217_564	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	2	8.333333333333334	58.0	+	348	1272	0.6522988505747126	0.748898678414097	15	51	18	275	675	923
siderastrea_host_TRINITY_DN442751_c0_g3_i8.p1_1_116|siderastrea_host_TRINITY_DN442751_c0_g3_i8_217_564	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	3	4.885057471264368	34.0	+	348	1104	0.15229885057471265	0.7924528301886793	3	5	5	59	464	521
siderastrea_host_TRINITY_DN442751_c0_g3_i8.p1_1_116|siderastrea_host_TRINITY_DN442751_c0_g3_i8_217_564	OZ024890.1_p100-like_cnidaria_78e5b665_cds	4	4.885057471264368	34.0	+	348	3150	0.08045977011494253	0.9285714285714286	2	4	39	67	1872	1904
siderastrea_host_TRINITY_DN442751_c0_g3_i9.p1_4_136|siderastrea_host_TRINITY_DN442751_c0_g3_i9_11_409	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	1	93.60902255639098	747.0	+	399	1119	1.0	0.9824561403508771	1	12	0	399	330	741
siderastrea_host_TRINITY_DN442751_c0_g3_i9.p1_4_136|siderastrea_host_TRINITY_DN442751_c0_g3_i9_11_409	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	2	7.142857142857143	57.0	+	399	1272	0.3408521303258145	0.7426470588235294	5	20	159	305	675	821
siderastrea_host_TRINITY_DN442751_c0_g3_i9.p1_4_136|siderastrea_host_TRINITY_DN442751_c0_g3_i9_11_409	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	3	4.260651629072682	34.0	+	399	1104	0.13283208020050125	0.7924528301886793	3	5	146	200	464	521
siderastrea_host_TRINITY_DN442751_c0_g3_i9.p1_4_136|siderastrea_host_TRINITY_DN442751_c0_g3_i9_11_409	OZ024890.1_p100-like_cnidaria_78e5b665_cds	4	4.260651629072682	34.0	+	399	3150	0.07017543859649122	0.9285714285714286	2	4	180	208	1872	1904
siderastrea_host_TRINITY_DN444826_c1_g4_i3.p2_1_129|siderastrea_host_TRINITY_DN444826_c1_g4_i3_388_2	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	1	88.75968992248062	687.0	+	387	1272	1.0	0.9948320413436692	2	69	0	387	657	1113
siderastrea_host_TRINITY_DN444826_c1_g4_i3.p2_1_129|siderastrea_host_TRINITY_DN444826_c1_g4_i3_388_2	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	2	9.560723514211887	74.0	+	387	1104	0.35658914728682173	0.8115942028985508	11	28	228	380	725	877
siderastrea_host_TRINITY_DN444826_c1_g4_i3.p2_1_129|siderastrea_host_TRINITY_DN444826_c1_g4_i3_388_2	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	3	6.072351421188631	47.0	+	387	1119	0.3643410852713178	0.7375886524822695	7	22	18	164	489	647
siderastrea_host_TRINITY_DN444826_c1_g4_i3.p2_1_129|siderastrea_host_TRINITY_DN444826_c1_g4_i3_388_2	OZ024890.1_p100-like_cnidaria_78e5b665_cds	4	4.263565891472868	33.0	+	387	3150	0.17829457364341086	0.7536231884057971	4	4	305	376	2158	2229
siderastrea_host_TRINITY_DN450483_c1_g1_i4.p1_1_301|siderastrea_host_TRINITY_DN450483_c1_g1_i4_321_1223	OZ024890.1_p100-like_cnidaria_78e5b665_cds	1	74.58471760797342	1347.0	+	903	3150	0.9966777408637874	0.9333333333333333	9	117	0	903	0	1014
siderastrea_host_TRINITY_DN450483_c1_g1_i4.p1_1_301|siderastrea_host_TRINITY_DN450483_c1_g1_i4_321_1223	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	2	1.6611295681063123	30.0	+	903	1119	0.0221483942414175	0.9	0	0	4	24	497	517
siderastrea_host_TRINITY_DN450483_c1_g1_i4.p1_1_301|siderastrea_host_TRINITY_DN450483_c1_g1_i4_321_1223	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	3	1.3842746400885935	25.0	-	903	1104	0.016611295681063124	0.9333333333333333	0	0	561	576	888	903
siderastrea_host_TRINITY_DN450483_c1_g1_i4.p1_1_301|siderastrea_host_TRINITY_DN450483_c1_g1_i4_321_1223	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	4	1.3289036544850499	24.0	+	903	1272	0.029900332225913623	0.8518518518518519	2	2	132	160	672	700
siderastrea_host_TRINITY_DN450483_c1_g1_i5.p1_1_300|siderastrea_host_TRINITY_DN450483_c1_g1_i5_314_1213	OZ024890.1_p100-like_cnidaria_78e5b665_cds	1	91.0	1638.0	+	900	3150	1.0	0.9955555555555555	7	114	0	900	0	1014
siderastrea_host_TRINITY_DN450483_c1_g1_i5.p1_1_300|siderastrea_host_TRINITY_DN450483_c1_g1_i5_314_1213	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	2	1.6666666666666667	30.0	+	900	1119	0.022222222222222223	0.9	0	0	4	24	497	517
siderastrea_host_TRINITY_DN450483_c1_g1_i5.p1_1_300|siderastrea_host_TRINITY_DN450483_c1_g1_i5_314_1213	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	3	1.3333333333333333	24.0	-	900	1104	0.03111111111111111	0.8928571428571429	3	5	520	552	52	81
siderastrea_host_TRINITY_DN450483_c1_g1_i5.p1_1_300|siderastrea_host_TRINITY_DN450483_c1_g1_i5_314_1213	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	4	1.3333333333333333	24.0	+	900	1272	0.03	0.8518518518518519	2	2	132	160	672	700
siderastrea_host_TRINITY_DN451935_c2_g2_i5.p1_2_367|siderastrea_host_TRINITY_DN451935_c2_g2_i5_196_1293	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	1	95.58287795992715	2099.0	+	1098	1104	0.9808743169398907	0.989786443825441	0	0	0	1077	0	1077
siderastrea_host_TRINITY_DN451935_c2_g2_i5.p1_2_367|siderastrea_host_TRINITY_DN451935_c2_g2_i5_196_1293	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	2	2.914389799635701	64.0	+	1098	1272	0.122040072859745	0.8432835820895522	15	39	826	981	1054	1206
siderastrea_host_TRINITY_DN451935_c2_g2_i5.p1_2_367|siderastrea_host_TRINITY_DN451935_c2_g2_i5_196_1293	OZ024890.1_p100-like_cnidaria_78e5b665_cds	3	2.413479052823315	53.0	+	1098	3150	0.09836065573770492	0.7685185185185185	6	14	904	1019	2278	2393
siderastrea_host_TRINITY_DN451935_c2_g2_i5.p1_2_367|siderastrea_host_TRINITY_DN451935_c2_g2_i5_196_1293	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	4	1.7304189435336976	38.0	+	1098	1119	0.03551912568306011	0.7948717948717948	0	0	369	408	381	420
siderastrea_host_TRINITY_DN451935_c2_g2_i9.p1_2_248|siderastrea_host_TRINITY_DN451935_c2_g2_i9_196_936	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	1	97.84075573549258	1450.0	+	741	1104	0.9986504723346828	0.9918918918918919	0	0	0	740	0	740
siderastrea_host_TRINITY_DN451935_c2_g2_i9.p1_2_248|siderastrea_host_TRINITY_DN451935_c2_g2_i9_196_936	OZ024890.1_p100-like_cnidaria_78e5b665_cds	2	2.5641025641025643	38.0	+	741	3150	0.05263157894736842	0.7948717948717948	0	0	501	540	1872	1911
siderastrea_host_TRINITY_DN451935_c2_g2_i9.p1_2_248|siderastrea_host_TRINITY_DN451935_c2_g2_i9_196_936	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	2	2.5641025641025643	38.0	+	741	1119	0.05263157894736842	0.7948717948717948	0	0	369	408	381	420
siderastrea_host_TRINITY_DN451935_c2_g2_i9.p1_2_248|siderastrea_host_TRINITY_DN451935_c2_g2_i9_196_936	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	4	2.294197031039136	34.0	+	741	1272	0.04048582995951417	0.8666666666666667	1	2	378	408	576	608
siderastrea_host_TRINITY_DN453364_c1_g2_i10.p1_1_384|siderastrea_host_TRINITY_DN453364_c1_g2_i10_919_2070	OZ024890.1_p100-like_cnidaria_78e5b665_cds	1	83.203125	1917.0	+	1152	3150	0.9930555555555556	0.972027972027972	15	151	0	1152	1638	2925
siderastrea_host_TRINITY_DN453364_c1_g2_i10.p1_1_384|siderastrea_host_TRINITY_DN453364_c1_g2_i10_919_2070	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	2	2.4739583333333335	57.0	+	1152	1104	0.1484375	0.7953216374269005	16	46	489	683	825	1019
siderastrea_host_TRINITY_DN453364_c1_g2_i10.p1_1_384|siderastrea_host_TRINITY_DN453364_c1_g2_i10_919_2070	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	3	1.9097222222222223	44.0	+	1152	1119	0.06597222222222222	0.7763157894736842	4	7	485	566	386	464
siderastrea_host_TRINITY_DN453364_c1_g2_i10.p1_1_384|siderastrea_host_TRINITY_DN453364_c1_g2_i10_919_2070	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	4	1.3020833333333333	30.0	+	1152	1272	0.043402777777777776	0.74	1	1	487	537	1051	1102
siderastrea_host_TRINITY_DN453364_c1_g2_i2.p1_1_129|siderastrea_host_TRINITY_DN453364_c1_g2_i2_1_387	OZ024890.1_p100-like_cnidaria_78e5b665_cds	1	78.42377260981912	607.0	+	387	3150	1.0	0.9457364341085271	2	54	0	387	1002	1443
siderastrea_host_TRINITY_DN453364_c1_g2_i2.p1_1_129|siderastrea_host_TRINITY_DN453364_c1_g2_i2_1_387	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	2	3.6175710594315245	28.0	+	387	1119	0.08785529715762273	0.9117647058823529	4	9	234	270	143	184
siderastrea_host_TRINITY_DN453364_c1_g2_i2.p1_1_129|siderastrea_host_TRINITY_DN453364_c1_g2_i2_1_387	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	3	3.2299741602067185	25.0	-	387	1272	0.05167958656330749	0.95	2	2	149	170	628	649
siderastrea_host_TRINITY_DN453364_c1_g2_i2.p1_1_129|siderastrea_host_TRINITY_DN453364_c1_g2_i2_1_387	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	4	3.10077519379845	24.0	-	387	1104	0.07751937984496124	0.8666666666666667	2	8	83	121	859	889
siderastrea_host_TRINITY_DN453364_c1_g2_i2.p1_1_507|siderastrea_host_TRINITY_DN453364_c1_g2_i2_1_1521	OZ024890.1_p100-like_cnidaria_78e5b665_cds	1	83.03747534516765	2526.0	+	1521	3150	0.9842209072978304	0.9719438877755511	18	186	0	1521	1002	2661
siderastrea_host_TRINITY_DN453364_c1_g2_i2.p1_1_507|siderastrea_host_TRINITY_DN453364_c1_g2_i2_1_1521	OZ024892.1_IkBa-like_cnidaria_d48b2e17_cds	2	1.742274819197896	53.0	+	1521	1104	0.1242603550295858	0.7724867724867724	16	46	1050	1262	807	1019
siderastrea_host_TRINITY_DN453364_c1_g2_i2.p1_1_507|siderastrea_host_TRINITY_DN453364_c1_g2_i2_1_1521	OZ024895.1_IkB-like-2_cnidaria_fe93e4fc_cds	3	1.1176857330703485	34.0	+	1521	1119	0.049967126890203814	0.75	4	7	1064	1145	386	464
siderastrea_host_TRINITY_DN453364_c1_g2_i2.p1_1_507|siderastrea_host_TRINITY_DN453364_c1_g2_i2_1_1521	OZ024895.1_IkB-like-1_cnidaria_8b187540_cds	4	0.9861932938856016	30.0	+	1521	1272	0.03287310979618672	0.74	1	1	1066	1116	1051	1102
