Cluster Repr	Cluster Member
NW_018149783.1_K10645_2809bd15	NW_019218074.1_K10645_c3bc7506
NW_018149783.1_K10645_2809bd15	NW_020845998.1_K10645_ca73c7a3
NW_018149783.1_K10645_2809bd15	XP_022797818.1
NW_018149783.1_K10645_2809bd15	NW_022261322.1_K10645_5356e36d
NW_018149783.1_K10645_2809bd15	XP_031563710.1
NW_018149783.1_K10645_2809bd15	XP_031563709.1
NW_018149783.1_K10645_2809bd15	NC_089320.1_K10645_8b6708a5
NW_018149783.1_K10645_2809bd15	NW_026709644.1_K10645_08db0e6f
NW_018149783.1_K10645_2809bd15	XP_068753853.1
NW_018149783.1_K10645_2809bd15	XP_015765136.1
NW_018149783.1_K10645_2809bd15	XP_029183068.1
NW_018149783.1_K10645_2809bd15	XP_068700131.1
NW_018149783.1_K10645_2809bd15	XP_068700140.1
NW_018149783.1_K10645_2809bd15	NC_090871.1_K10645_bb7d3b94
NW_018149783.1_K10645_2809bd15	JAUJYZ010001418.1_K10645_0f88dbe6
NW_018149783.1_K10645_2809bd15	KAK3707437.1
NW_018149783.1_K10645_2809bd15	NW_018387969.1_K10645_ef8f6b47
NW_018149783.1_K10645_2809bd15	CAH3021212.1
NW_018149783.1_K10645_2809bd15	CAH3179255.1
NW_018149783.1_K10645_2809bd15	XP_020622119.1
NW_018149783.1_K10645_2809bd15	XP_020622120.1
NW_018149783.1_K10645_2809bd15	XP_073251102.1
NW_018149783.1_K10645_2809bd15	RDEB01009114.1_K10645_433b4e85
NW_018149783.1_K10645_2809bd15	RDEB01009163.1_K10645_c89adc52
NW_018149783.1_K10645_2809bd15	NC_090873.1_K10645_d9d5d4b6
NW_018149783.1_K10645_2809bd15	BLAZ01000589.1_K10645_0c27ec02
NW_018149783.1_K10645_2809bd15	BLAZ01000589.1_K10645_b1f4450e
NW_018149783.1_K10645_2809bd15	BLAZ01000589.1_K10645_f0aedf28
NW_018149783.1_K10645_2809bd15	BLFE01001668.1_K10645_c548757b
NW_018149783.1_K10645_2809bd15	NW_015441389.1_K10645_330448b9
NW_018149783.1_K10645_2809bd15	NC_058074.1_K10645_7382cd6a
NW_018149783.1_K10645_2809bd15	NC_090042.1_K10645_99a5f26e
NW_018149783.1_K10645_2809bd15	BLAZ01000589.1_K10645_2555f21a
NW_018149783.1_K10645_2809bd15	BLAZ01000589.1_K10645_417cee28
NW_018149783.1_K10645_2809bd15	BLEZ01001636.1_K10645_569a7de3
NW_018149783.1_K10645_2809bd15	BLEZ01001636.1_K10645_ece384ba
NW_018149783.1_K10645_2809bd15	NW_015441389.1_K10645_41ca22e8
NW_018149783.1_K10645_2809bd15	NW_015441389.1_K10645_8bf6d759
NW_018149783.1_K10645_2809bd15	NW_021127372.1_K10645_59c8a984
NW_018149783.1_K10645_2809bd15	NW_021127372.1_K10645_ff0d45ae
NW_018149783.1_K10645_2809bd15	NC_058074.1_K10645_30d94512
NW_018149783.1_K10645_2809bd15	NC_058074.1_K10645_a10a77fc
NW_018149783.1_K10645_2809bd15	NC_090042.1_K10645_31d8b88c
NW_018149783.1_K10645_2809bd15	NC_090042.1_K10645_35b977a7
NW_018149783.1_K10645_2809bd15	BLEZ01001636.1_K10645_5c569e37
NW_018149783.1_K10645_2809bd15	BLFE01001668.1_K10645_a4d1fc96
NW_018149783.1_K10645_2809bd15	BLFE01001668.1_K10645_990eecde
NW_018149783.1_K10645_2809bd15	JARQWQ010000038.1_K10645_4741345a
NW_018149783.1_K10645_2809bd15	JARQWQ010000038.1_K10645_71ca7df1
NW_018149783.1_K10645_2809bd15	JARQWQ010000038.1_K10645_cdbc9b86
NW_018149783.1_K10645_2809bd15	JARQWQ010000038.1_K10645_ce4a6f19
NW_018149783.1_K10645_2809bd15	JAJLRJ010000011.1_K10645_36102ab9
NW_018149783.1_K10645_2809bd15	JARQWQ010000038.1_K10645_aba043d9
NW_018149783.1_K10645_2809bd15	NW_020844638.1_K10645_414ac5bb
NW_018149783.1_K10645_2809bd15	XP_044180956.1
NW_018149783.1_K10645_2809bd15	XP_058964214.1
NW_018149783.1_K10645_2809bd15	NW_026710637.1_K10645_5ea0d382
NW_018149783.1_K10645_2809bd15	XP_058964215.1
NW_018149783.1_K10645_2809bd15	XP_058964216.1
NW_018149783.1_K10645_2809bd15	NC_089316.1_K10645_710b1a56
NW_018149783.1_K10645_2809bd15	NW_026710637.1_K10645_8a954472
NW_018149783.1_K10645_2809bd15	NC_133208.1_K10645_8f539ed3
NW_018149783.1_K10645_2809bd15	CALNXI010000173.1_K10645_5f446e00
NW_018149783.1_K10645_2809bd15	CAH3028273.1
NW_018149783.1_K10645_2809bd15	CAH3156837.1
NW_018149783.1_K10645_2809bd15	CAH3156852.1
NW_018149783.1_K10645_2809bd15	CALNXI010000501.1_K10645_a7ac515c
NW_018149783.1_K10645_2809bd15	CALNXK010000106.1_K10645_3187a800
NW_018149783.1_K10645_2809bd15	CALNXK010000106.1_K10645_b20d15e7
NW_018149783.1_K10645_2809bd15	CALNXJ010000038.1_K10645_28987d80
NW_018149783.1_K10645_2809bd15	NC_090873.1_K10645_d79d5f02
NW_018149783.1_K10645_2809bd15	NC_090896.1_K10645_99dbde3c
NW_018149783.1_K10645_2809bd15	XP_068705624.1
NW_018149783.1_K10645_2809bd15	XP_068736634.1
NW_018149783.1_K10645_2809bd15	NC_133208.1_K10645_23393c1f
NW_018149783.1_K10645_2809bd15	XP_073251414.1
NW_018149783.1_K10645_2809bd15	CAH3156860.1
NW_018149783.1_K10645_2809bd15	XP_073251415.1
NW_018149783.1_K10645_2809bd15	XP_031548664.1
NW_018149783.1_K10645_2809bd15	XP_031548665.1
NW_018149783.1_K10645_2809bd15	XP_031573917.1
NW_018149783.1_K10645_2809bd15	XP_031573918.1
NW_018149783.1_K10645_2809bd15	XP_028518081.1
NW_018149783.1_K10645_2809bd15	NW_022258263.1_K10645_f9f842b1
NW_018149783.1_K10645_2809bd15	XP_065067505.1
NW_018149783.1_K10645_2809bd15	XP_065067499.1
NW_018149783.1_K10645_2809bd15	XP_044180820.1
NW_018149783.1_K10645_2809bd15	XP_067048482.1
NW_018149783.1_K10645_2809bd15	BLAZ01001304.1_K10645_5b6972d7
NW_018149783.1_K10645_2809bd15	BLFE01001834.1_K10645_9ebd3524
NW_018149783.1_K10645_2809bd15	BLFE01001834.1_K10645_d655363e
NW_018149783.1_K10645_2809bd15	NW_015441989.1_K10645_fb8a1fd6
NW_018149783.1_K10645_2809bd15	JARQWQ010000038.1_K10645_f07641ff
NW_018149783.1_K10645_2809bd15	NC_058074.1_K10645_4122a37d
NW_018149783.1_K10645_2809bd15	BLEZ01002471.1_K10645_7776d7ba
NW_018149783.1_K10645_2809bd15	NW_021126572.1_K10645_debb2be8
NW_018149783.1_K10645_2809bd15	NC_058074.1_K10645_a9e9f6e0
NW_018149783.1_K10645_2809bd15	NC_090042.1_K10645_2750e918
NW_018149912.1_K20032_3e422bba	NW_018149912.1_K20032_3e422bba
NW_018149919.1_K21952_ab319744	NW_018149919.1_K21952_ab319744
NW_018149919.1_K21952_ab319744	OZ116703.1_K21952_fcec7fca
NW_018150122.1_K19626_83286b94	NW_018150122.1_K19626_83286b94
NW_018150122.1_K19626_83286b94	MPSW01003011.1_K19626_2d84edc1
BLFE01005439.1_K04984_26b9b853	BLFE01005439.1_K04984_26b9b853
BLFE01005439.1_K04984_26b9b853	BLEZ01000847.1_K04984_6e5503a1
BLFE01005439.1_K04984_26b9b853	BLEZ01000847.1_K04984_7bd16fd7
BLFE01005439.1_K04984_26b9b853	BLFE01005439.1_K04984_fe2781db
BLFE01005439.1_K04984_26b9b853	JARQWQ010000009.1_K04984_58093a6f
BLFE01005439.1_K04984_26b9b853	NW_021126545.1_K04984_c1804c3e
BLFE01005439.1_K04984_26b9b853	NW_021126545.1_K04984_c81a3477
BLFE01005439.1_K04984_26b9b853	NC_058079.1_K04984_06c7e51b
BLFE01005439.1_K04984_26b9b853	NC_058079.1_K04984_3459d856
BLFE01005439.1_K04984_26b9b853	NC_058079.1_K04984_f1585db4
BLFE01005439.1_K04984_26b9b853	NC_090049.1_K04984_2ad2ca4e
BLFE01005439.1_K04984_26b9b853	NC_090049.1_K04984_6475e49b
BLFE01006360.1_K24047_ad307dd9	BLFE01006360.1_K24047_ad307dd9
BLFE01006360.1_K24047_ad307dd9	BLEZ01001148.1_K24047_9e44f24b
BLFE01006360.1_K24047_ad307dd9	NW_025322628.1_K24047_2644444c
BLFE01006360.1_K24047_ad307dd9	NW_025322651.1_K24047_9b277b8a
BLFE01006360.1_K24047_ad307dd9	NW_025322651.1_K24047_cafd0f9b
BLFE01006360.1_K24047_ad307dd9	NC_090047.1_K24047_00f5275e
BLFE01006360.1_K24047_ad307dd9	BLFE01003244.1_K24047_1e2d7000
BLFE01006360.1_K24047_ad307dd9	NC_090047.1_K24047_fbdc0334
BLFE01006360.1_K24047_ad307dd9	NW_025322651.1_K24047_36f26dd3
BLFE01006360.1_K24047_ad307dd9	NW_025322651.1_K24047_40a80571
BLFE01006360.1_K24047_ad307dd9	NW_025322651.1_K24047_9158d2b3
JAJLRJ010000002.1_K04984_22d37dfe	JAJLRJ010000002.1_K04984_22d37dfe
JAJLRJ010000002.1_K04984_22d37dfe	JAJLRJ010000002.1_K04984_ceaa59c4
JAJLRJ010000002.1_K10645_6f501e81	JAJLRJ010000002.1_K10645_6f501e81
JAJLRJ010000002.1_K10645_6f501e81	JAJLRJ010000002.1_K10645_a2b99992
JAJLRJ010000007.1_K21435_a9b437f2	JAJLRJ010000007.1_K21435_a9b437f2
JAJLRJ010000012.1_K25138_6348dfbd	JAJLRJ010000012.1_K25138_6348dfbd
JAJLRJ010000012.1_K25138_6348dfbd	MU827344.1_K25138_53b162d4
JAJLRJ010000012.1_K25138_6348dfbd	CM106377.1_K25138_d3bb9d71
KAJ7321745.1	KAJ7321745.1
KAJ7328233.1	KAJ7328233.1
KAJ7328233.1	NC_090045.1_K04984_ddd600cd
KAJ7373643.1	KAJ7373643.1
KAJ7385758.1	KAJ7385758.1
KAJ7385758.1	XP_020898992.1
KAJ7393202.1	KAJ7393202.1
MU826350.1_K10645_f0e269a4	MU826350.1_K10645_f0e269a4
MU826830.1_K20129_3d19186e	MU826830.1_K20129_3d19186e
MU827338.1_K10645_64fafdc4	MU827338.1_K10645_64fafdc4
XP_020607907.1	XP_020607907.1
XP_020607907.1	XP_020607906.1
XP_020624151.1	XP_020624151.1
XP_020624151.1	XP_020624150.1
XP_020624151.1	KAJ7362094.1
XP_020624151.1	CAH3162754.1
XP_020624151.1	XP_068761058.1
XP_020624151.1	XP_068761059.1
XP_020624151.1	XP_068761060.1
XP_020624151.1	XP_068672112.1
XP_020624151.1	XP_068672113.1
XP_020624151.1	XP_068672114.1
XP_020627992.1	XP_020627992.1
XP_020627992.1	XP_029191847.1
XP_020627992.1	KAK2571583.1
XP_020627992.1	XP_015768243.1
XP_020627992.1	XP_029191847.2
XP_020627992.1	XP_067044624.1
XP_020627992.1	XP_022795467.1
XP_020627992.1	XP_027057494.1
XP_020627992.1	XP_058970867.1
XP_020627992.1	XP_058970867.2
XP_020627992.1	XP_031571827.1
XP_020627992.1	XP_032234371.2
XP_020627992.1	XP_032234371.1
XP_020627992.1	XP_068674279.1
XP_020627992.1	XP_068717407.1
XP_020627992.1	XP_065644320.1
XP_020627992.1	XP_065644321.1
XP_020627992.1	XP_065644322.1
XP_020627992.1	XP_065644323.1
XP_020627992.1	XP_065644324.1
NW_019217874.1_K04984_015f465c	NW_019217874.1_K04984_015f465c
NW_019217877.1_K24047_de25a3df	NW_019217877.1_K24047_de25a3df
NW_019217877.1_K24047_de25a3df	JAJLRJ010000004.1_K16343_7b7f642a
NW_019217877.1_K24047_de25a3df	CALNXK010000015.1_K10645_e7d3ec6d
NW_019217877.1_K24047_de25a3df	CM106368.1_K10799_2515a9b0
NW_019217877.1_K24047_de25a3df	CM106368.1_K10799_d3d06ba9
NW_019217877.1_K24047_de25a3df	MU826380.1_K10799_a32828f7
NW_019217877.1_K24047_de25a3df	MU826380.1_K04984_3ea3d749
NW_019217877.1_K24047_de25a3df	JARQWQ010000017.1_K04984_1fab3ff9
NW_019217877.1_K24047_de25a3df	RDEB01008963.1_K04984_38ef44c6
NW_019217877.1_K24047_de25a3df	BLAZ01000706.1_K04984_74a0330f
NW_019217877.1_K24047_de25a3df	BLEZ01002578.1_K04984_a6e47f2d
NW_019217877.1_K24047_de25a3df	BLFE01003777.1_K04984_c9cfcddc
NW_019217877.1_K24047_de25a3df	NW_015441074.1_K04984_5533f8fd
NW_019217877.1_K24047_de25a3df	NW_021126521.1_K04984_a05fb88f
NW_019217877.1_K24047_de25a3df	NC_058069.1_K04984_c325e472
NW_019217877.1_K24047_de25a3df	NC_090044.1_K04984_04f53ed0
NW_019217877.1_K24047_de25a3df	NC_090892.1_K04984_b61704c2
NW_019217877.1_K24047_de25a3df	NC_090869.1_K04984_32d296c3
NW_019217877.1_K24047_de25a3df	MPSW01000194.1_K04984_c779c59e
NW_019217877.1_K24047_de25a3df	JAJLRJ010000002.1_K04984_b4a3cf01
NW_019217877.1_K24047_de25a3df	CALNXI010001053.1_K04984_b47a4ed4
NW_019217877.1_K24047_de25a3df	OZ116707.1_K04984_3f9bba22
NW_019217877.1_K24047_de25a3df	NW_018149812.1_K04984_e46c2b98
NW_019217877.1_K24047_de25a3df	NC_133202.1_K04984_b0b4f312
NW_019217877.1_K24047_de25a3df	CALNXI010001233.1_K04984_d3b39b5a
NW_019217877.1_K24047_de25a3df	JAJLRJ010000004.1_K04984_c6f4bc3d
NW_019217877.1_K24047_de25a3df	CM106369.1_K04984_50d47b06
NW_019217877.1_K24047_de25a3df	CM106369.1_K04984_6bdfb231
NW_019217877.1_K24047_de25a3df	CACRXK020016279.1_K16726_8fcc9bbd
NW_019217877.1_K24047_de25a3df	CAB4029594.1
NW_019217877.1_K24047_de25a3df	XP_027057733.1
NW_019217877.1_K24047_de25a3df	XP_022806771.1
NW_019217877.1_K24047_de25a3df	XP_027057734.1
NW_019217877.1_K24047_de25a3df	XP_058947980.1
NW_019217877.1_K24047_de25a3df	XP_058947981.1
NW_019217877.1_K24047_de25a3df	XP_058947980.2
NW_019217877.1_K24047_de25a3df	XP_058947981.2
NW_019217928.1_K21440_df2aa484	NW_019217928.1_K21440_df2aa484
NW_019218258.1_K25138_a9efa144	NW_019218258.1_K25138_a9efa144
NW_019218258.1_K25138_a9efa144	CALNXI010001835.1_K25138_0dd2841c
XP_022777728.1	XP_022777728.1
XP_022791700.1	XP_022791700.1
XP_022795233.1	XP_022795233.1
XP_022796743.1	XP_022796743.1
XP_022796758.1	XP_022796758.1
XP_022796758.1	XP_022796757.1
XP_022796759.1	XP_022796759.1
XP_022798566.1	XP_022798566.1
XP_022800279.1	XP_022800279.1
XP_022800847.1	XP_022800847.1
XP_022800847.1	XP_022800846.1
XP_022800851.1	XP_022800851.1
XP_022802584.1	XP_022802584.1
XP_022802584.1	XP_058943128.1
XP_022807977.1	XP_022807977.1
XP_022807977.1	XP_022789121.1
XP_022807977.1	CAH3143018.1
XP_022807977.1	XP_027042688.1
XP_022807977.1	XP_015765942.1
XP_022807977.1	KAK2566011.1
XP_022807977.1	NW_026710728.1_K21440_82ee4023
XP_022807977.1	CALNXJ010000004.1_K21440_80b33603
XP_022807977.1	NW_019217907.1_K21440_ba298be3
XP_022807977.1	NW_019218589.1_K21440_f217f711
XP_022809215.1	XP_022809215.1
XP_022809215.1	XP_066023457.1
NW_020844078.1_K19626_7fc4457c	NW_020844078.1_K19626_7fc4457c
NW_020845300.1_K04984_00dfcc25	NW_020845300.1_K04984_00dfcc25
XP_027038010.1	XP_027038010.1
XP_027038010.1	KAK3739735.1
XP_027038010.1	CAH3136379.1
XP_027038010.1	CAH3027709.1
XP_027038010.1	CAH3186488.1
XP_027038010.1	XP_073234456.1
XP_027038010.1	CAH3117715.1
XP_027038010.1	XP_022789210.1
XP_027038010.1	XP_022789211.1
XP_027038010.1	XP_058970121.1
XP_027038010.1	XP_015766406.1
XP_027038010.1	XP_029186950.1
XP_027038010.1	XP_029186950.2
XP_027038010.1	XP_067053651.1
XP_027038010.1	XP_031565157.1
XP_027038010.1	XP_031565156.1
XP_027038010.1	XP_068704788.1
XP_027038010.1	XP_068721954.1
XP_058944838.1	XP_058944838.1
XP_058944838.1	CAH3129481.1
XP_058944838.1	XP_066015097.1
XP_058944838.1	XP_027042626.1
XP_058947932.1	XP_058947932.1
XP_058950851.1	XP_058950851.1
XP_058963270.1	XP_058963270.1
XP_058969787.1	XP_058969787.1
NC_090048.1_K25138_4d89926e	NC_090048.1_K25138_4d89926e
NC_090048.1_K25138_4d89926e	MPSW01001274.1_K25138_590d6021
NC_090048.1_K25138_4d89926e	CM106377.1_K25138_d851e9be
NC_090048.1_K25138_4d89926e	OZ116708.1_K25138_8ebb732f
NC_090048.1_K25138_4d89926e	NW_018150375.1_K25138_5d9ddfa4
NC_090048.1_K25138_4d89926e	BLAZ01001392.1_K25138_f46f8b6a
NC_090048.1_K25138_4d89926e	BLEZ01001162.1_K25138_bc47d5da
NC_090048.1_K25138_4d89926e	JARQWQ010000061.1_K25138_46c62fda
NC_090048.1_K25138_4d89926e	CALNXJ010000030.1_K25138_ddcbbfef
NC_090048.1_K25138_4d89926e	CALNXJ010000030.1_K25138_cb2fad29
NC_090048.1_K25138_4d89926e	NW_021126476.1_K25138_33caa462
NC_090048.1_K25138_4d89926e	NW_015441598.1_K25138_23ae500c
NC_090048.1_K25138_4d89926e	NW_021126476.1_K25138_f59b6d62
XP_067030196.1	XP_067030196.1
XP_067036338.1	XP_067036338.1
XP_067036338.1	XP_015779803.1
XP_067036338.1	XP_067025699.1
XP_067036338.1	XP_067051145.1
NC_089316.1_K04984_55535152	NC_089316.1_K04984_55535152
NC_089316.1_K04984_55535152	NW_026711526.1_K04984_26cdc895
NC_089318.1_K10645_560ba473	NC_089318.1_K10645_560ba473
NC_090883.1_K21435_da466417	NC_090883.1_K21435_da466417
NC_090890.1_K21952_954e9cd7	NC_090890.1_K21952_954e9cd7
NC_090890.1_K21952_954e9cd7	JAJLRJ010000009.1_K21952_98cd01b7
NC_090890.1_K21952_954e9cd7	MU827307.1_K21952_619ff27e
NC_090890.1_K21952_954e9cd7	CM106379.1_K21952_ffe835b2
NC_090890.1_K21952_954e9cd7	CALNXI010000020.1_K21952_55cdc602
NC_090890.1_K21952_954e9cd7	NC_090877.1_K21952_4ac29d9b
NC_090890.1_K21952_954e9cd7	NC_133206.1_K21952_676975f0
RDEB01000521.1_K10799_0316945a	RDEB01000521.1_K10799_0316945a
RDEB01001433.1_K25138_405843fb	RDEB01001433.1_K25138_405843fb
BLAZ01000517.1_K21440_04ec015b	BLAZ01000517.1_K21440_04ec015b
BLAZ01000517.1_K21440_04ec015b	BLAZ01000517.1_K21440_47986f0a
BLAZ01000517.1_K21440_04ec015b	BLAZ01000517.1_K21440_2b704491
BLAZ01000589.1_K10645_c889c825	BLAZ01000589.1_K10645_c889c825
BLAZ01000589.1_K10645_c889c825	NW_015441389.1_K10645_eff00629
BLAZ01000589.1_K10645_c889c825	NC_058074.1_K10645_9b76c081
BLAZ01000589.1_K10645_c889c825	BLEZ01001636.1_K10645_9c3d421b
BLAZ01000589.1_K10645_c889c825	BLFE01001668.1_K10645_c1c1290a
BLAZ01000589.1_K10645_c889c825	JARQWQ010000038.1_K10645_b91dd592
BLAZ01000589.1_K10645_c889c825	NW_021127372.1_K10645_5bbd11dc
BLAZ01000589.1_K10645_c889c825	NW_021127372.1_K10645_faf76988
BLAZ01000589.1_K10645_c889c825	NC_090042.1_K10645_fc10acac
BLAZ01000589.1_K10645_c889c825	NC_058074.1_K10645_fa14a65a
BLAZ01000589.1_K10645_c889c825	NC_090042.1_K10645_98a8a3f2
BLAZ01000589.1_K10645_c889c825	NC_090896.1_K10645_4e4ac20c
BLAZ01000589.1_K10645_c889c825	NC_090873.1_K10645_6a5bbb52
BLAZ01000589.1_K10645_c889c825	JAJLRJ010000011.1_K10645_082e7db9
BLAZ01000589.1_K10645_c889c825	RDEB01000472.1_K10645_5ce5e96a
BLAZ01000589.1_K10645_c889c825	JAJLRJ010000011.1_K10645_2e41752b
BLAZ01000589.1_K10645_c889c825	NW_021126572.1_K10645_08b9cf42
BLAZ01000589.1_K10645_c889c825	CALNXI010002377.1_K10645_4623f649
BLAZ01000589.1_K10645_c889c825	XP_029201752.1
BLAZ01000589.1_K10645_c889c825	NW_025813487.1_K10645_e0763758
BLAZ01001388.1_K04984_017c4220	BLAZ01001388.1_K04984_017c4220
BLAZ01001388.1_K04984_017c4220	BLAZ01001388.1_K04984_08c43fae
BLAZ01001388.1_K04984_a58e33bf	BLAZ01001388.1_K04984_a58e33bf
KAK2554988.1	KAK2554988.1
KAK2554988.1	CM106381.1_K04984_47fdf0d3
KAK2554988.1	CALNXI010004134.1_K04984_35c8ea85
KAK2554988.1	NC_133212.1_K04984_6676a256
KAK2557231.1	KAK2557231.1
KAK2567480.1	KAK2567480.1
JAUJYZ010000119.1_K01165_3e04b12b	JAUJYZ010000119.1_K01165_3e04b12b
JAUJYZ010000804.1_K04984_05a5710e	JAUJYZ010000804.1_K04984_05a5710e
JAUJYZ010000804.1_K04984_05a5710e	JAUJYZ010000804.1_K04984_75cff0e0
JAUJYZ010000804.1_K04984_05a5710e	JAUJYZ010000804.1_K04984_d027450a
JAUJYZ010000882.1_K04984_c7607cbf	JAUJYZ010000882.1_K04984_c7607cbf
JAUJYZ010001221.1_K10645_6ee91e78	JAUJYZ010001221.1_K10645_6ee91e78
JAUJYZ010001518.1_K24047_f18af4dd	JAUJYZ010001518.1_K24047_f18af4dd
JAUJYZ010001518.1_K24047_f18af4dd	XP_028406323.1
JAUJYZ010001518.1_K24047_f18af4dd	XP_020898103.1
JAUJYZ010001518.1_K24047_f18af4dd	XP_031570896.1
JAUJYZ010001518.1_K24047_f18af4dd	XP_048586632.1
JAUJYZ010001518.1_K24047_f18af4dd	XP_032224995.1
JAUJYZ010001518.1_K24047_f18af4dd	XP_048586629.1
JAUJYZ010001518.1_K24047_f18af4dd	NC_090883.1_K21435_4bf12f72
JAUJYZ010001518.1_K24047_f18af4dd	RDEB01000601.1_K21435_a5885572
JAUJYZ010001518.1_K24047_f18af4dd	RDEB01000601.1_K04984_225e11e0
JAUJYZ010001518.1_K24047_f18af4dd	NC_058072.1_K04984_adda82be
KAK3704037.1	KAK3704037.1
KAK3714551.1	KAK3714551.1
KAK3714551.1	KAK3704742.1
KAK3722584.1	KAK3722584.1
KAK3730046.1	KAK3730046.1
KAK3738534.1	KAK3738534.1
CM106369.1_K20129_38b039bb	CM106369.1_K20129_38b039bb
CM106381.1_K04984_dc1b4236	CM106381.1_K04984_dc1b4236
CM106381.1_K04984_dc1b4236	CALNXI010001644.1_K04984_a8264ff4
CM106381.1_K04984_dc1b4236	CALNXI010001947.1_K04984_3b4f0be7
CM106381.1_K04984_dc1b4236	NC_133212.1_K04984_aaa93f52
CM106381.1_K04984_dc1b4236	JAJLRJ010000013.1_K04984_85a72b4d
CM106381.1_K04984_dc1b4236	JAJLRJ010000013.1_K04984_c19a51a0
CM106381.1_K04984_dc1b4236	XP_067038126.1
CM106381.1_K04984_dc1b4236	XP_020615496.1
CM106381.1_K04984_dc1b4236	NC_133212.1_K04984_c6197e9d
CM106381.1_K04984_dc1b4236	JAJLRJ010000013.1_K04984_b1e84914
CM106381.1_K04984_dc1b4236	CALNXK010000055.1_K04984_6b8fc23a
CM106381.1_K04984_dc1b4236	NC_133212.1_K04984_f6c6397a
CM106381.1_K04984_dc1b4236	CALNXI010000325.1_K04984_5ae8bca2
CM106381.1_K04984_dc1b4236	NC_133212.1_K04984_38d3b581
CM106381.1_K04984_dc1b4236	OZ116711.1_K04984_054ad2bc
CM106381.1_K04984_dc1b4236	OZ116711.1_K04984_4cabc561
CM106381.1_K04984_dc1b4236	NW_018150109.1_K04984_cf10ce2c
CM106381.1_K04984_dc1b4236	NW_022258282.1_K04984_6bce5d9e
CM106381.1_K04984_dc1b4236	NW_018386026.1_K04984_ff4c6d39
CM106381.1_K04984_dc1b4236	NW_022260830.1_K04984_8d98c74c
CM106381.1_K04984_dc1b4236	NC_090049.1_K04984_4440c566
CM106381.1_K04984_dc1b4236	BLEZ01000847.1_K04984_34e818ba
CM106381.1_K04984_dc1b4236	BLEZ01000847.1_K04984_90c1894c
CM106381.1_K04984_dc1b4236	NC_090049.1_K04984_8e8b833e
CM106381.1_K04984_dc1b4236	NC_090878.1_K04984_0b2db718
CM106381.1_K04984_dc1b4236	BLAZ01000382.1_K04984_75382547
CM106381.1_K04984_dc1b4236	BLFE01005439.1_K04984_24d19f9a
CM106381.1_K04984_dc1b4236	JARQWQ010000009.1_K04984_7175e7c1
CM106381.1_K04984_dc1b4236	CALNXI010001947.1_K04984_495c3560
CM106381.1_K04984_dc1b4236	CALNXK010000004.1_K04984_ee9dfb49
CM106381.1_K04984_dc1b4236	NC_133212.1_K04984_804f775b
CM106381.1_K04984_dc1b4236	NC_058079.1_K04984_09737ac2
CM106381.1_K04984_dc1b4236	NW_021126545.1_K04984_2b1196d0
CM106381.1_K04984_dc1b4236	NC_090049.1_K04984_f04d111d
CM106381.1_K04984_dc1b4236	BLEZ01000847.1_K04984_094cafb9
CM106381.1_K04984_dc1b4236	NC_090049.1_K04984_f1772db7
CM106381.1_K04984_dc1b4236	JARQWQ010000009.1_K04984_9d97e74a
CM106381.1_K04984_dc1b4236	NC_090893.1_K04984_36ad3353
CM106381.1_K04984_dc1b4236	RDEB01000854.1_K04984_476fd024
CM106381.1_K04984_dc1b4236	NC_090893.1_K04984_6257d2bf
CM106381.1_K04984_dc1b4236	NC_090878.1_K04984_5b6c1163
CM106381.1_K04984_dc1b4236	NC_064034.1_K04984_3fd04bd4
CM106381.1_K04984_dc1b4236	NC_064034.1_K04984_b94fb103
CM106381.1_K04984_dc1b4236	XP_073227955.1
CM106381.1_K04984_dc1b4236	CAH3174028.1
CM106381.1_K04984_dc1b4236	CAH3180198.1
CM106381.1_K04984_dc1b4236	BLFE01002613.1_K04984_ee5ba9bc
CM106381.1_K04984_dc1b4236	NW_021126389.1_K04984_feaa5300
CM106381.1_K04984_dc1b4236	NC_058066.1_K04984_59928d16
CM106381.1_K04984_dc1b4236	NC_090049.1_K04984_40b1aac1
CM106381.1_K04984_dc1b4236	JAJLRJ010000013.1_K04984_1cc44c03
CM106381.1_K04984_dc1b4236	KAJ7386324.1
CM106381.1_K04984_dc1b4236	XP_022786604.1
CM106381.1_K04984_dc1b4236	MU825877.1_K04984_d59231e9
CM106381.1_K04984_dc1b4236	MU825877.1_K04984_a68897f4
CM106381.1_K04984_dc1b4236	MU827797.1_K04984_5f5b3f68
CM106381.1_K04984_dc1b4236	MU827797.1_K04984_c8ff4e45
CM106381.1_K04984_dc1b4236	CM106381.1_K04984_fcb4ae83
CM106381.1_K04984_dc1b4236	CALNXI010001644.1_K04984_be8b59c3
CM106381.1_K04984_dc1b4236	CALNXK010000004.1_K04984_e8ec4e98
CM106381.1_K04984_dc1b4236	NC_133212.1_K04984_47283fda
CM106381.1_K04984_dc1b4236	CALNXI010001947.1_K04984_2e0e3530
CM106381.1_K04984_dc1b4236	OZ116711.1_K04984_757767c7
CM106381.1_K04984_dc1b4236	NW_020847109.1_K04984_26cb3bca
CM106381.1_K04984_dc1b4236	CM106381.1_K04984_cfdee6af
CM106381.1_K04984_dc1b4236	CALNXJ010000027.1_K04984_fc456ef7
CM106381.1_K04984_dc1b4236	NC_089323.1_K04984_ca76fe66
CM106381.1_K04984_dc1b4236	NW_021126389.1_K04984_9d1ca743
