protein accession	genome accession	contig accession	sequence accession	locus start 1b	locus end 1b	strand	sequence length	feature type	feature index	feature position 1b	error
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	ass	1	145	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	ass	2	1964	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	ass	3	2605	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	ass	4	3649	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	ass	5	4835	
CAH3146082.1	GCA_942486045.1	CALNXJ010000041.1		1465710	1471747	+	6038	ass	6	5985	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	dss	1	1242	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	dss	2	1786	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	dss	3	4863	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	dss	4	5472	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	dss	5	6351	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	ass	1	1684	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	ass	2	4653	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	ass	3	5384	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	ass	4	6103	
XP_001626962.2	GCF_000209225.1	NW_001834203.1		167821	157789	-	10033	ass	5	9337	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	1	1431	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	2	2498	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	3	2979	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	4	3214	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	5	3751	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	6	7663	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	7	8329	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	8	8836	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	dss	9	9184	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	1	2464	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	2	2881	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	3	3060	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	4	3537	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	5	7505	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	6	8225	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	7	8739	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	8	9043	
XP_032228246.1	GCF_000209225.1	NW_001834120.1		214300	203767	-	10534	ass	9	9484	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	dss	1	606	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	dss	2	932	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	dss	3	1394	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	dss	4	1750	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	dss	5	2223	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	ass	1	827	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	ass	2	1160	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	ass	3	1662	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	ass	4	1978	
XP_032228503.1	GCF_000209225.1	NW_001834132.1		41076	45169	+	4094	ass	5	2457	
XP_032230483.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	dss	1	455	
XP_032230483.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	dss	2	1448	
XP_032230483.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	dss	3	1731	
XP_032230483.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	dss	4	2532	
XP_032230483.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	ass	1	1310	
XP_032230483.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	ass	2	1629	
XP_032230483.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	ass	3	2248	
XP_032230483.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	ass	4	3226	
XP_032230484.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	dss	1	455	
XP_032230484.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	dss	2	1448	
XP_032230484.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	dss	3	1731	
XP_032230484.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	dss	4	2532	
XP_032230484.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	ass	1	1313	
XP_032230484.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	ass	2	1629	
XP_032230484.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	ass	3	2248	
XP_032230484.1	GCF_000209225.1	NW_001834203.1		175419	171281	-	4139	ass	4	3226	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	1	2515	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	2	3117	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	3	3875	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	4	4633	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	5	5225	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	6	5682	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	7	6119	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	8	8018	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	9	8943	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	10	12337	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	11	12809	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	12	13904	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	13	14075	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	14	49762	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	15	50692	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	16	51126	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	17	51485	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	dss	18	52540	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	1	3083	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	2	3625	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	3	4422	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	4	5067	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	5	5578	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	6	6046	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	7	7880	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	8	8749	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	9	12210	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	10	12608	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	11	13816	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	12	13995	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	13	49595	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	14	50641	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	15	51088	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	16	51316	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	17	52390	
XP_015766406.1	GCF_000222465.1	NW_015441067.1		1247517	1300505	+	52989	ass	18	52835	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	dss	1	540	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	dss	2	864	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	dss	3	1198	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	dss	4	1514	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	dss	5	1874	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	ass	1	762	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	ass	2	970	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	ass	3	1426	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	ass	4	1629	
XP_020901899.1	GCF_001417965.1	NW_018385829.1		155823	158530	+	2708	ass	5	2007	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	dss	1	763	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	dss	2	1991	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	dss	3	2437	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	dss	4	2758	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	dss	5	3067	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	ass	1	1889	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	ass	2	2227	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	ass	3	2670	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	ass	4	2822	
XP_020903771.1	GCF_001417965.1	NW_018384245.1		399108	402388	+	3281	ass	5	3141	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	dss	1	592	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	dss	2	1105	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	dss	3	1288	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	dss	4	1790	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	dss	5	2168	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	ass	1	976	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	ass	2	1180	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	ass	3	1503	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	ass	4	1935	
XP_020904317.1	GCF_001417965.1	NW_018384245.1		391140	394236	+	3097	ass	5	2298	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	1	1353	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	2	1700	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	3	2261	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	4	2895	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	5	3634	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	6	4458	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	7	4817	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	8	5151	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	9	5684	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	10	6117	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	11	8714	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	12	10461	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	13	10774	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	14	11503	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	15	11635	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	16	12029	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	dss	17	12390	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	1	1666	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	2	2163	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	3	2741	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	4	3414	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	5	4300	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	6	4713	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	7	5057	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	8	5546	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	9	5920	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	10	8576	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	11	10373	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	12	10694	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	13	11336	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	14	11575	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	15	11964	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	16	12274	
XP_020916759.1	GCF_001417965.1	NW_018388369.1		570020	583477	+	13458	ass	17	12560	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	dss	1	560	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	dss	2	1217	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	dss	3	1637	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	dss	4	2359	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	dss	5	3050	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	ass	1	1112	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	ass	2	1403	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	ass	3	2271	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	ass	4	2764	
XP_020604254.1	GCF_002042975.1	NW_018148839.1		2870213	2874518	+	4306	ass	5	3394	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	dss	1	559	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	dss	2	1216	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	dss	3	1636	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	dss	4	2358	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	dss	5	3011	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	ass	1	1111	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	ass	2	1402	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	ass	3	2270	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	ass	4	2763	
XP_020604255.1	GCF_002042975.1	NW_018148839.1		2870214	2874518	+	4305	ass	5	3393	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	1	2208	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	2	2676	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	3	3441	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	4	4261	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	5	4987	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	6	5608	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	7	11624	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	8	11822	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	9	12667	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	10	14499	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	11	15563	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	12	16135	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	13	16639	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	14	17211	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	15	17774	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	16	18350	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	17	19039	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	18	19744	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	19	20133	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	20	21073	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	21	25674	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	22	26435	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	23	27084	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	dss	24	27725	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	1	2642	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	2	3191	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	3	4050	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	4	4829	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	5	5504	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	6	11511	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	7	11725	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	8	12529	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	9	14296	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	10	15477	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	11	16000	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	12	16539	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	13	17076	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	14	17663	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	15	18149	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	16	18951	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	17	19403	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	18	19974	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	19	20962	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	20	25589	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	21	26359	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	22	26917	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	23	27668	
XP_020612557.1	GCF_002042975.1	NW_018149324.1		967218	939243	-	27976	ass	24	27805	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	dss	1	1918	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	dss	2	2492	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	dss	3	4197	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	dss	4	4589	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	dss	5	5536	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	dss	6	6610	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	ass	1	2060	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	ass	2	4095	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	ass	3	4379	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	ass	4	5448	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	ass	5	6365	
XP_020614015.1	GCF_002042975.1	NW_018149371.1		476047	485181	+	9135	ass	6	8762	
XP_020614060.1	GCF_002042975.1	NW_018149371.1		455538	460977	+	5440	dss	1	582	
XP_020614060.1	GCF_002042975.1	NW_018149371.1		455538	460977	+	5440	dss	2	1994	
XP_020614060.1	GCF_002042975.1	NW_018149371.1		455538	460977	+	5440	dss	3	2957	
XP_020614060.1	GCF_002042975.1	NW_018149371.1		455538	460977	+	5440	dss	4	3287	
XP_020614060.1	GCF_002042975.1	NW_018149371.1		455538	460977	+	5440	ass	1	1862	
XP_020614060.1	GCF_002042975.1	NW_018149371.1		455538	460977	+	5440	ass	2	2567	
XP_020614060.1	GCF_002042975.1	NW_018149371.1		455538	460977	+	5440	ass	3	3069	
XP_020614060.1	GCF_002042975.1	NW_018149371.1		455538	460977	+	5440	ass	4	3843	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	1	1839	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	2	2328	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	3	3049	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	4	3730	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	5	4173	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	6	5135	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	7	5366	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	8	5956	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	9	6606	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	10	7143	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	11	7773	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	12	7997	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	13	8574	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	14	9215	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	15	9530	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	16	10094	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	17	10312	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	18	10535	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	19	11006	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	20	11913	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	1	2294	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	2	2799	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	3	3522	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	4	4015	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	5	5031	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	6	5269	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	7	5818	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	8	6394	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	9	7066	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	10	7638	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	11	7886	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	12	8373	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	13	9127	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	14	9450	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	15	9927	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	16	10255	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	17	10497	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	18	10831	
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	19	11769	
