zipfile	zipfile_sha256	model	A_B_pDockQ2_max	A_C_pDockQ2_max	B_C_pDockQ2_max	A_265-405_B_265-405_pDockQ2_max	A_265-405_C_all_pDockQ2_max	B_265-405_C_all_pDockQ2_max
fold_nv_xp_031566534.zip	df7f648d20ceffee339487f436930bb15bfd73d8deb4625eec0fa131231099e2	1	0.770450	0.320492	0.163626	0.770450	0.320492	0.163626
fold_nv_xp_031566534.zip	df7f648d20ceffee339487f436930bb15bfd73d8deb4625eec0fa131231099e2	2	0.281797	0.407007	0.196388	0.763353	0.407007	0.196388
fold_nv_xp_031566534.zip	df7f648d20ceffee339487f436930bb15bfd73d8deb4625eec0fa131231099e2	3	0.205117	0.443481	0.176583	0.766982	0.443481	0.212524
fold_nv_xp_031566534.zip	df7f648d20ceffee339487f436930bb15bfd73d8deb4625eec0fa131231099e2	4	0.768885	0.354224	0.179199	0.768885	0.354224	0.179199
fold_nv_xp_031569758.zip	9d615b3543df8d5ade23a7a4a68ac7de1a0b979137caee60c52f309e8fada228	0	0.120415	0.016078	0.012082	0.549990	0.016078	0.012082
fold_nv_xp_031569758.zip	9d615b3543df8d5ade23a7a4a68ac7de1a0b979137caee60c52f309e8fada228	1	0.121196	0.025205	0.011452	0.551097	0.025205	0.011452
fold_nv_xp_031569758.zip	9d615b3543df8d5ade23a7a4a68ac7de1a0b979137caee60c52f309e8fada228	2	0.095295	0.012593	0.011227	0.553288	0.012593	0.011227
fold_nv_xp_031569758.zip	9d615b3543df8d5ade23a7a4a68ac7de1a0b979137caee60c52f309e8fada228	3	0.525518	0.011652	0.011550	0.525518	0.011652	0.011550
fold_nv_xp_031569758.zip	9d615b3543df8d5ade23a7a4a68ac7de1a0b979137caee60c52f309e8fada228	4	0.088561	0.023457	0.000000	0.490103	0.025893	0.000000
fold_nv_xp_032218245.zip	25aaed709bc72a3542d009dd5ce273f930c27c15e85e95b75785a8f3de6a567a	0	0.029736	0.008764	0.008726	0.053319	0.008662	0.008675
fold_nv_xp_032218245.zip	25aaed709bc72a3542d009dd5ce273f930c27c15e85e95b75785a8f3de6a567a	1	0.032730	0.008573	0.008380	0.063977	0.008835	0.000000
fold_nv_xp_032218245.zip	25aaed709bc72a3542d009dd5ce273f930c27c15e85e95b75785a8f3de6a567a	2	0.028943	0.008889	0.008584	0.045571	0.008893	0.008641
fold_nv_xp_032218245.zip	25aaed709bc72a3542d009dd5ce273f930c27c15e85e95b75785a8f3de6a567a	3	0.028786	0.009030	0.008701	0.068375	0.009028	0.008652
fold_nv_xp_032218245.zip	25aaed709bc72a3542d009dd5ce273f930c27c15e85e95b75785a8f3de6a567a	4	0.016152	0.008927	0.008901	0.018277	0.008893	0.008719
fold_nv_xp_032219322.zip	670a7ef82f5ce44c50458c66b9b98be18dfc2558cc610b8c3d68997906d5c955	0	0.125895	0.010898	0.010734	0.318397	0.010898	0.010734
fold_nv_xp_032219322.zip	670a7ef82f5ce44c50458c66b9b98be18dfc2558cc610b8c3d68997906d5c955	1	0.076954	0.010835	0.010669	0.296142	0.010835	0.010669
fold_nv_xp_032219322.zip	670a7ef82f5ce44c50458c66b9b98be18dfc2558cc610b8c3d68997906d5c955	2	0.096663	0.011022	0.010699	0.320896	0.011022	0.010699
fold_nv_xp_032219322.zip	670a7ef82f5ce44c50458c66b9b98be18dfc2558cc610b8c3d68997906d5c955	3	0.044459	0.009647	0.010000	0.368677	0.000000	0.010000
fold_nv_xp_032219322.zip	670a7ef82f5ce44c50458c66b9b98be18dfc2558cc610b8c3d68997906d5c955	4	0.103136	0.009156	0.000000	0.320532	0.009513	0.000000
fold_nv_xp_032220894.zip	177dc49ec211276497944fbd8a8e3acfc35edd33ccc8a23b78fb9f6179fc7f1c	0	0.284640	0.009608	0.009686	0.284640	0.009608	0.009686
fold_nv_xp_032220894.zip	177dc49ec211276497944fbd8a8e3acfc35edd33ccc8a23b78fb9f6179fc7f1c	1	0.284706	0.009003	0.009316	0.284706	0.009397	0.000000
fold_nv_xp_032220894.zip	177dc49ec211276497944fbd8a8e3acfc35edd33ccc8a23b78fb9f6179fc7f1c	2	0.261937	0.009491	0.000000	0.261937	0.009491	0.000000
fold_nv_xp_032220894.zip	177dc49ec211276497944fbd8a8e3acfc35edd33ccc8a23b78fb9f6179fc7f1c	3	0.100105	0.009358	0.009072	0.276611	0.000000	0.009408
fold_nv_xp_032220894.zip	177dc49ec211276497944fbd8a8e3acfc35edd33ccc8a23b78fb9f6179fc7f1c	4	0.246395	0.009207	0.009417	0.246395	0.009553	0.009456
fold_nv_xp_032228503.zip	426529dd6c0a2e5d89fa3adc3734ea9eef021f0fe8dd507ad063ce6fe8cd696a	0	0.782244	0.082446	0.307931	0.782244	0.187626	0.334403
fold_nv_xp_032228503.zip	426529dd6c0a2e5d89fa3adc3734ea9eef021f0fe8dd507ad063ce6fe8cd696a	1	0.176371	0.292937	0.333083	0.780627	0.292937	0.445985
fold_nv_xp_032228503.zip	426529dd6c0a2e5d89fa3adc3734ea9eef021f0fe8dd507ad063ce6fe8cd696a	2	0.774950	0.083461	0.063636	0.774950	0.108715	0.083938
fold_nv_xp_032228503.zip	426529dd6c0a2e5d89fa3adc3734ea9eef021f0fe8dd507ad063ce6fe8cd696a	3	0.089603	0.136038	0.203427	0.779367	0.136038	0.235421
fold_nv_xp_032228503.zip	426529dd6c0a2e5d89fa3adc3734ea9eef021f0fe8dd507ad063ce6fe8cd696a	4	0.135604	0.235075	0.201067	0.778544	0.235075	0.201067
fold_nv_xp_032230472.zip	21a5080d9b32878a3c790fabc6086e342bab21500ddc69e9183aa0dc2b42b9ce	0	0.088022	0.009226	0.009272	0.088022	0.009296	0.000000
fold_nv_xp_032230472.zip	21a5080d9b32878a3c790fabc6086e342bab21500ddc69e9183aa0dc2b42b9ce	1	0.037603	0.009655	0.009407	0.079469	0.009655	0.009949
fold_nv_xp_032230472.zip	21a5080d9b32878a3c790fabc6086e342bab21500ddc69e9183aa0dc2b42b9ce	2	0.082896	0.009362	0.009240	0.082896	0.009272	0.009485
fold_nv_xp_032230472.zip	21a5080d9b32878a3c790fabc6086e342bab21500ddc69e9183aa0dc2b42b9ce	3	0.099410	0.009253	0.008900	0.099410	0.009449	0.009074
fold_nv_xp_032230472.zip	21a5080d9b32878a3c790fabc6086e342bab21500ddc69e9183aa0dc2b42b9ce	4	0.072628	0.009464	0.009110	0.072628	0.009806	0.009222
fold_nv_xp_032230483.zip	2c42b35d4a70b6743652a8102ed9b399e5dfafe5140e87a92a6af32403e2e286	0	0.109849	0.393224	0.012111	0.606690	0.393224	0.012111
fold_nv_xp_032230483.zip	2c42b35d4a70b6743652a8102ed9b399e5dfafe5140e87a92a6af32403e2e286	1	0.158143	0.401679	0.012983	0.585429	0.401679	0.012983
fold_nv_xp_032230483.zip	2c42b35d4a70b6743652a8102ed9b399e5dfafe5140e87a92a6af32403e2e286	2	0.102793	0.185396	0.012703	0.577397	0.185396	0.012703
fold_nv_xp_032230483.zip	2c42b35d4a70b6743652a8102ed9b399e5dfafe5140e87a92a6af32403e2e286	3	0.441568	0.257862	0.012010	0.572218	0.257862	0.012010
fold_nv_xp_032230483.zip	2c42b35d4a70b6743652a8102ed9b399e5dfafe5140e87a92a6af32403e2e286	4	0.126507	0.405324	0.000000	0.536651	0.405324	0.000000
fold_nv_xp_032240155.zip	f027cd396043bff88569e42d6fe17c7fd9805503798661ec939c307538001d8d	0	0.104274	0.009278	0.000000	0.384746	0.000000	0.000000
fold_nv_xp_032240155.zip	f027cd396043bff88569e42d6fe17c7fd9805503798661ec939c307538001d8d	1	0.180212	0.009727	0.008904	0.377897	0.009267	0.000000
fold_nv_xp_032240155.zip	f027cd396043bff88569e42d6fe17c7fd9805503798661ec939c307538001d8d	2	0.035794	0.009702	0.009258	0.075042	0.010023	0.009528
fold_nv_xp_032240155.zip	f027cd396043bff88569e42d6fe17c7fd9805503798661ec939c307538001d8d	3	0.327600	0.009569	0.009282	0.327600	0.009745	0.009282
fold_nv_xp_032240155.zip	f027cd396043bff88569e42d6fe17c7fd9805503798661ec939c307538001d8d	4	0.027608	0.009381	0.009157	0.035703	0.010358	0.010353
fold_nv_xp_046849378.zip	f05f8a81fe048608dad1e4478c0757f878c68562f680e69a613a76792297fef2	0	0.261828	0.009363	0.009477	0.261828	0.009465	0.009350
fold_nv_xp_046849378.zip	f05f8a81fe048608dad1e4478c0757f878c68562f680e69a613a76792297fef2	1	0.262206	0.009185	0.009392	0.262206	0.000000	0.009347
fold_nv_xp_046849378.zip	f05f8a81fe048608dad1e4478c0757f878c68562f680e69a613a76792297fef2	2	0.237258	0.009814	0.009200	0.237258	0.000000	0.011215
fold_nv_xp_046849378.zip	f05f8a81fe048608dad1e4478c0757f878c68562f680e69a613a76792297fef2	3	0.059566	0.009478	0.009444	0.265332	0.011425	0.011110
fold_nv_xp_046849378.zip	f05f8a81fe048608dad1e4478c0757f878c68562f680e69a613a76792297fef2	4	0.090733	0.009279	0.009234	0.301820	0.000000	0.000000
fold_nv_xp_046852093.zip	a5c3e29b0a65748d01a52a653e770b4477da44c5bee2c5f7254416c058c21257	0	0.185856	0.105374	0.185709	0.706497	0.105374	0.185709
fold_nv_xp_046852093.zip	a5c3e29b0a65748d01a52a653e770b4477da44c5bee2c5f7254416c058c21257	1	0.123774	0.130167	0.119844	0.712985	0.130167	0.119844
fold_nv_xp_046852093.zip	a5c3e29b0a65748d01a52a653e770b4477da44c5bee2c5f7254416c058c21257	2	0.136839	0.185230	0.176288	0.701667	0.185230	0.176288
fold_nv_xp_046852093.zip	a5c3e29b0a65748d01a52a653e770b4477da44c5bee2c5f7254416c058c21257	3	0.134151	0.045818	0.187147	0.717915	0.045818	0.187147
fold_nv_xp_046852093.zip	a5c3e29b0a65748d01a52a653e770b4477da44c5bee2c5f7254416c058c21257	4	0.116590	0.174918	0.180609	0.715782	0.174918	0.180609
fold_nv_xp_046852095.zip	db99e74e704958b843a97b665c4a08c1bfee5ce1300c9045b301c1b9fa63d001	0	0.298395	0.077253	0.304269	0.741898	0.077253	0.304269
fold_nv_xp_046852095.zip	db99e74e704958b843a97b665c4a08c1bfee5ce1300c9045b301c1b9fa63d001	1	0.266458	0.061691	0.358844	0.735278	0.061691	0.358844
fold_nv_xp_046852095.zip	db99e74e704958b843a97b665c4a08c1bfee5ce1300c9045b301c1b9fa63d001	2	0.727018	0.076791	0.249105	0.727018	0.076791	0.249105
fold_nv_xp_046852095.zip	db99e74e704958b843a97b665c4a08c1bfee5ce1300c9045b301c1b9fa63d001	3	0.173966	0.128721	0.166809	0.719627	0.128721	0.166809
fold_nv_xp_046852095.zip	db99e74e704958b843a97b665c4a08c1bfee5ce1300c9045b301c1b9fa63d001	4	0.142043	0.050834	0.166046	0.725550	0.067193	0.166046
fold_nv_xp_046853941.zip	02c6e748c97a7d23da2378fe8547c5b39c5384300d6223290937681b6fbd06be	0	0.534251	0.291907	0.147709	0.694139	0.291907	0.198318
fold_nv_xp_046853941.zip	02c6e748c97a7d23da2378fe8547c5b39c5384300d6223290937681b6fbd06be	1	0.685070	0.267715	0.103665	0.685070	0.267715	0.103665
fold_nv_xp_046853941.zip	02c6e748c97a7d23da2378fe8547c5b39c5384300d6223290937681b6fbd06be	2	0.116876	0.287349	0.138372	0.698709	0.287349	0.138372
fold_nv_xp_046853941.zip	02c6e748c97a7d23da2378fe8547c5b39c5384300d6223290937681b6fbd06be	3	0.149033	0.245399	0.105684	0.672036	0.245399	0.105684
fold_nv_xp_046853941.zip	02c6e748c97a7d23da2378fe8547c5b39c5384300d6223290937681b6fbd06be	4	0.679033	0.240344	0.127910	0.679033	0.240344	0.127910
fold_nv_xp_046853944.zip	3f3820b6017d297f7f89500abf8f5447025c3de31fd58ae72da4d4000fd46348	0	0.165570	0.351663	0.214751	0.710636	0.351663	0.214751
fold_nv_xp_046853944.zip	3f3820b6017d297f7f89500abf8f5447025c3de31fd58ae72da4d4000fd46348	1	0.567612	0.360503	0.220950	0.719437	0.360503	0.220950
fold_nv_xp_046853944.zip	3f3820b6017d297f7f89500abf8f5447025c3de31fd58ae72da4d4000fd46348	2	0.715535	0.363835	0.246713	0.715535	0.363835	0.271237
fold_nv_xp_046853944.zip	3f3820b6017d297f7f89500abf8f5447025c3de31fd58ae72da4d4000fd46348	3	0.065620	0.351714	0.153154	0.178933	0.351714	0.153154
fold_nv_xp_046853944.zip	3f3820b6017d297f7f89500abf8f5447025c3de31fd58ae72da4d4000fd46348	4	0.230975	0.362961	0.235829	0.698766	0.362961	0.235829
fold_nv_xp_046861842.zip	badb6d9f78162ae647bf3f16ec24239bd2dcaec3cbce6afce2adb73f3edff4c0	0	0.294853	0.009363	0.009055	0.294853	0.009543	0.009698
fold_nv_xp_046861842.zip	badb6d9f78162ae647bf3f16ec24239bd2dcaec3cbce6afce2adb73f3edff4c0	1	0.126664	0.009417	0.009200	0.222107	0.009697	0.009511
fold_nv_xp_046861842.zip	badb6d9f78162ae647bf3f16ec24239bd2dcaec3cbce6afce2adb73f3edff4c0	2	0.071017	0.009254	0.008549	0.252736	0.009254	0.008549
fold_nv_xp_046861842.zip	badb6d9f78162ae647bf3f16ec24239bd2dcaec3cbce6afce2adb73f3edff4c0	3	0.084836	0.009196	0.008370	0.231815	0.000000	0.000000
fold_nv_xp_046861842.zip	badb6d9f78162ae647bf3f16ec24239bd2dcaec3cbce6afce2adb73f3edff4c0	4	0.070565	0.008852	0.009107	0.195461	0.000000	0.000000
fold_nv_xp_046863121.zip	91052d0edc09ce198a639204e4aec176e6c26555061ab98a3ef24d4eac973a7d	0	0.052211	0.000000	0.009253	0.153566	0.000000	0.009253
fold_nv_xp_046863121.zip	91052d0edc09ce198a639204e4aec176e6c26555061ab98a3ef24d4eac973a7d	1	0.082735	0.009208	0.009361	0.177494	0.009430	0.009361
fold_nv_xp_046863121.zip	91052d0edc09ce198a639204e4aec176e6c26555061ab98a3ef24d4eac973a7d	2	0.059758	0.009324	0.000000	0.176935	0.009584	0.000000
fold_nv_xp_046863121.zip	91052d0edc09ce198a639204e4aec176e6c26555061ab98a3ef24d4eac973a7d	3	0.050518	0.009700	0.009244	0.137088	0.009700	0.009244
fold_nv_xp_046863121.zip	91052d0edc09ce198a639204e4aec176e6c26555061ab98a3ef24d4eac973a7d	4	0.048234	0.008805	0.008693	0.152068	0.000000	0.000000
fold_nv_xp_058956196.zip	ad106db95163cec5514900c1ef8ba810ce9bd09e283567c48fed7eefa0e3779a	0	0.775646	0.441240	0.311069	0.775646	0.441240	0.336039
fold_nv_xp_058956196.zip	ad106db95163cec5514900c1ef8ba810ce9bd09e283567c48fed7eefa0e3779a	1	0.770969	0.437602	0.310930	0.770969	0.437602	0.310930
fold_nv_xp_058956196.zip	ad106db95163cec5514900c1ef8ba810ce9bd09e283567c48fed7eefa0e3779a	2	0.613404	0.396231	0.239567	0.762690	0.396231	0.259072
fold_nv_xp_058956196.zip	ad106db95163cec5514900c1ef8ba810ce9bd09e283567c48fed7eefa0e3779a	3	0.354257	0.407990	0.249300	0.768129	0.407990	0.274413
fold_nv_xp_058956196.zip	ad106db95163cec5514900c1ef8ba810ce9bd09e283567c48fed7eefa0e3779a	4	0.760460	0.318997	0.169397	0.760460	0.415220	0.169397
fold_nv_xp_058957670.zip	9a52299fae7006489ac21dd0d9b491a0308263221a4dc19ac3270c3d7a78f47b	0	0.787654	0.443521	0.179149	0.787654	0.443521	0.326606
fold_nv_xp_058957670.zip	9a52299fae7006489ac21dd0d9b491a0308263221a4dc19ac3270c3d7a78f47b	1	0.787995	0.442920	0.239865	0.787995	0.442920	0.504710
fold_nv_xp_058957670.zip	9a52299fae7006489ac21dd0d9b491a0308263221a4dc19ac3270c3d7a78f47b	2	0.788943	0.478335	0.143339	0.788943	0.478335	0.334062
fold_nv_xp_058957670.zip	9a52299fae7006489ac21dd0d9b491a0308263221a4dc19ac3270c3d7a78f47b	3	0.777058	0.400186	0.149834	0.777058	0.400186	0.443406
fold_nv_xp_058957670.zip	9a52299fae7006489ac21dd0d9b491a0308263221a4dc19ac3270c3d7a78f47b	4	0.404923	0.410223	0.184925	0.782780	0.410223	0.291823
fold_nv_xp_058970121.zip	c4911bb8b82014a0998242c72dfb8401d68562aa33ee74d3c51b4cdfef67884d	0	0.120105	0.022056	0.014482	0.120105	0.027303	0.015153
fold_nv_xp_058970121.zip	c4911bb8b82014a0998242c72dfb8401d68562aa33ee74d3c51b4cdfef67884d	1	0.130112	0.033083	0.017119	0.130112	0.033083	0.017525
fold_nv_xp_058970121.zip	c4911bb8b82014a0998242c72dfb8401d68562aa33ee74d3c51b4cdfef67884d	2	0.050077	0.032415	0.016215	0.121803	0.032415	0.018882
fold_nv_xp_058970121.zip	c4911bb8b82014a0998242c72dfb8401d68562aa33ee74d3c51b4cdfef67884d	3	0.064741	0.027573	0.017933	0.134625	0.035729	0.018558
fold_nv_xp_058970121.zip	c4911bb8b82014a0998242c72dfb8401d68562aa33ee74d3c51b4cdfef67884d	4	0.133099	0.032787	0.017064	0.133099	0.035816	0.017788
fold_nv_xp_058971337.zip	768cfe646a992ba8e84c2f621e5e70f16592119c56c4b2dc6895deb8075fd94a	0	0.260770	0.009182	0.009484	0.260770	0.009130	0.009392
fold_nv_xp_058971337.zip	768cfe646a992ba8e84c2f621e5e70f16592119c56c4b2dc6895deb8075fd94a	1	0.057838	0.009563	0.009195	0.242060	0.009563	0.009195
fold_nv_xp_058971337.zip	768cfe646a992ba8e84c2f621e5e70f16592119c56c4b2dc6895deb8075fd94a	2	0.299731	0.009362	0.009680	0.299731	0.009523	0.009680
fold_nv_xp_058971337.zip	768cfe646a992ba8e84c2f621e5e70f16592119c56c4b2dc6895deb8075fd94a	3	0.061221	0.009706	0.009321	0.230029	0.009706	0.000000
fold_nv_xp_058971337.zip	768cfe646a992ba8e84c2f621e5e70f16592119c56c4b2dc6895deb8075fd94a	4	0.271238	0.009515	0.000000	0.271238	0.009528	0.000000
fold_nv_xp_065056061.zip	4d121ca45bcb47e7eb183efb416428bdc19a5c0a75e93f31059bba72285f75e5	0	0.249526	0.247620	0.081858	0.705436	0.247620	0.188550
fold_nv_xp_065056061.zip	4d121ca45bcb47e7eb183efb416428bdc19a5c0a75e93f31059bba72285f75e5	1	0.139608	0.249361	0.093606	0.672834	0.249361	0.176474
fold_nv_xp_065056061.zip	4d121ca45bcb47e7eb183efb416428bdc19a5c0a75e93f31059bba72285f75e5	2	0.146358	0.290686	0.094410	0.677780	0.290686	0.130150
fold_nv_xp_065056061.zip	4d121ca45bcb47e7eb183efb416428bdc19a5c0a75e93f31059bba72285f75e5	3	0.156169	0.244408	0.069388	0.689598	0.244408	0.160038
fold_nv_xp_065056061.zip	4d121ca45bcb47e7eb183efb416428bdc19a5c0a75e93f31059bba72285f75e5	4	0.247148	0.264887	0.103548	0.710051	0.264887	0.194329
fold_nv_xp_065064443.zip	a97d6c694dba59e4b4968fd6f91d9846e02eb8d648aea75cc6162df287364e39	0	0.138681	0.014713	0.010661	0.448986	0.014713	0.010661
fold_nv_xp_065064443.zip	a97d6c694dba59e4b4968fd6f91d9846e02eb8d648aea75cc6162df287364e39	1	0.251425	0.010716	0.010123	0.444084	0.010716	0.010123
fold_nv_xp_065064443.zip	a97d6c694dba59e4b4968fd6f91d9846e02eb8d648aea75cc6162df287364e39	2	0.110536	0.009733	0.011105	0.494282	0.009733	0.011105
fold_nv_xp_065064443.zip	a97d6c694dba59e4b4968fd6f91d9846e02eb8d648aea75cc6162df287364e39	3	0.016040	0.010674	0.009403	0.020302	0.011626	0.009875
fold_nv_xp_065064443.zip	a97d6c694dba59e4b4968fd6f91d9846e02eb8d648aea75cc6162df287364e39	4	0.013701	0.009659	0.011724	0.014846	0.010475	0.011724
fold_nv_xp_067036338.zip	40e99d1b32d90bb26e0ea941208d54bd28154f4200f7ec1f5936822911502e8f	0	0.269854	0.008813	0.008916	0.269854	0.008677	0.008783
fold_nv_xp_067036338.zip	40e99d1b32d90bb26e0ea941208d54bd28154f4200f7ec1f5936822911502e8f	1	0.254022	0.009362	0.008978	0.254022	0.009492	0.008957
fold_nv_xp_067036338.zip	40e99d1b32d90bb26e0ea941208d54bd28154f4200f7ec1f5936822911502e8f	2	0.246569	0.009230	0.009008	0.246569	0.009325	0.008942
fold_nv_xp_067036338.zip	40e99d1b32d90bb26e0ea941208d54bd28154f4200f7ec1f5936822911502e8f	3	0.197985	0.009208	0.009140	0.255748	0.009275	0.000000
fold_nv_xp_067036338.zip	40e99d1b32d90bb26e0ea941208d54bd28154f4200f7ec1f5936822911502e8f	4	0.052349	0.008918	0.009613	0.275054	0.009369	0.009613
fold_nv_xp_068687143.zip	19902e1c054c6e8ba6162772810044af549c5f0bf622524ee9b05107fb19a597	0	0.340766	0.109218	0.297502	0.744777	0.109218	0.297502
fold_nv_xp_068687143.zip	19902e1c054c6e8ba6162772810044af549c5f0bf622524ee9b05107fb19a597	1	0.745506	0.315394	0.345219	0.745506	0.315394	0.345219
fold_nv_xp_068687143.zip	19902e1c054c6e8ba6162772810044af549c5f0bf622524ee9b05107fb19a597	2	0.744559	0.037315	0.306787	0.744559	0.037315	0.306787
fold_nv_xp_068687143.zip	19902e1c054c6e8ba6162772810044af549c5f0bf622524ee9b05107fb19a597	3	0.737695	0.317053	0.272889	0.737695	0.317053	0.272889
fold_nv_xp_068687143.zip	19902e1c054c6e8ba6162772810044af549c5f0bf622524ee9b05107fb19a597	4	0.166857	0.329189	0.250336	0.733977	0.329189	0.250336
fold_nv_xp_068687145.zip	91d18b1081234c56d4f41c3956188cf22715f424141b880a800ad6810ff8ed2c	0	0.168902	0.423171	0.202809	0.782174	0.423171	0.251841
fold_nv_xp_068687145.zip	91d18b1081234c56d4f41c3956188cf22715f424141b880a800ad6810ff8ed2c	1	0.135374	0.569521	0.250222	0.540012	0.569521	0.250222
fold_nv_xp_068687145.zip	91d18b1081234c56d4f41c3956188cf22715f424141b880a800ad6810ff8ed2c	2	0.621262	0.528656	0.283350	0.783577	0.528656	0.334366
fold_nv_xp_068687145.zip	91d18b1081234c56d4f41c3956188cf22715f424141b880a800ad6810ff8ed2c	3	0.436433	0.557278	0.277435	0.775390	0.557278	0.277435
fold_nv_xp_068687145.zip	91d18b1081234c56d4f41c3956188cf22715f424141b880a800ad6810ff8ed2c	4	0.785500	0.534374	0.230472	0.785500	0.534374	0.350693
fold_nv_xp_068687147.zip	62358f4d213e17db9d1ed7a910deebbd4a448bd88d84a63abb009841738a7571	0	0.240078	0.195106	0.041913	0.658858	0.195106	0.044212
fold_nv_xp_068687147.zip	62358f4d213e17db9d1ed7a910deebbd4a448bd88d84a63abb009841738a7571	1	0.521296	0.238578	0.056993	0.678248	0.238578	0.061299
fold_nv_xp_068687147.zip	62358f4d213e17db9d1ed7a910deebbd4a448bd88d84a63abb009841738a7571	2	0.132174	0.228861	0.034231	0.660648	0.228861	0.034231
fold_nv_xp_068687147.zip	62358f4d213e17db9d1ed7a910deebbd4a448bd88d84a63abb009841738a7571	3	0.131039	0.212571	0.035038	0.661375	0.212571	0.038074
fold_nv_xp_068687147.zip	62358f4d213e17db9d1ed7a910deebbd4a448bd88d84a63abb009841738a7571	4	0.271868	0.233606	0.038688	0.669872	0.233606	0.038688
fold_nv_xp_068731937.zip	b2e304626620f4fec15ec522dbe777215fd98a920afef776108075e2dfd0f616	0	0.141823	0.520653	0.276318	0.727103	0.520653	0.276318
fold_nv_xp_068731937.zip	b2e304626620f4fec15ec522dbe777215fd98a920afef776108075e2dfd0f616	1	0.321505	0.511419	0.223500	0.718983	0.511419	0.242463
fold_nv_xp_068731937.zip	b2e304626620f4fec15ec522dbe777215fd98a920afef776108075e2dfd0f616	2	0.272153	0.507782	0.174529	0.728959	0.507782	0.226439
fold_nv_xp_068731937.zip	b2e304626620f4fec15ec522dbe777215fd98a920afef776108075e2dfd0f616	3	0.260191	0.533198	0.283160	0.747872	0.533198	0.283160
fold_nv_xp_068731937.zip	b2e304626620f4fec15ec522dbe777215fd98a920afef776108075e2dfd0f616	4	0.742494	0.522622	0.260165	0.742494	0.522622	0.260165
fold_nv_xp_073244127.zip	cc00a77b2da139dbfd4bd2a79748904369a716517e1ca0e6e57480e06a87a58a	0	0.041025	0.009059	0.009170	0.130769	0.008865	0.009170
fold_nv_xp_073244127.zip	cc00a77b2da139dbfd4bd2a79748904369a716517e1ca0e6e57480e06a87a58a	1	0.066945	0.008781	0.009282	0.252701	0.008964	0.009282
fold_nv_xp_073244127.zip	cc00a77b2da139dbfd4bd2a79748904369a716517e1ca0e6e57480e06a87a58a	2	0.077602	0.009154	0.008421	0.251990	0.009347	0.008599
fold_nv_xp_073244127.zip	cc00a77b2da139dbfd4bd2a79748904369a716517e1ca0e6e57480e06a87a58a	3	0.232689	0.009235	0.009155	0.232689	0.000000	0.009155
fold_nv_xp_073244127.zip	cc00a77b2da139dbfd4bd2a79748904369a716517e1ca0e6e57480e06a87a58a	4	0.180946	0.008889	0.009152	0.248268	0.000000	0.009152
fold_nv_xp_073256375.zip	aad6252386ccb587cecea95e91a5313c82b553df8289532db0b8c38ed1b71376	0	0.171546	0.325241	0.244962	0.733177	0.325241	0.244962
fold_nv_xp_073256375.zip	aad6252386ccb587cecea95e91a5313c82b553df8289532db0b8c38ed1b71376	1	0.174590	0.289376	0.069513	0.741281	0.289376	0.069513
fold_nv_xp_073256375.zip	aad6252386ccb587cecea95e91a5313c82b553df8289532db0b8c38ed1b71376	2	0.232380	0.324921	0.189937	0.738640	0.324921	0.189937
fold_nv_xp_073256375.zip	aad6252386ccb587cecea95e91a5313c82b553df8289532db0b8c38ed1b71376	3	0.230859	0.298663	0.068190	0.731751	0.298663	0.068190
fold_nv_xp_073256375.zip	aad6252386ccb587cecea95e91a5313c82b553df8289532db0b8c38ed1b71376	4	0.143039	0.318033	0.064138	0.741198	0.318033	0.064138
fold_nv_xp_073256376.zip	878925e3c1bf37c306131e471e934e79957dfc7f23840f23559002670fb150d9	0	0.842431	0.573717	0.396783	0.842431	0.573717	0.396783
fold_nv_xp_073256376.zip	878925e3c1bf37c306131e471e934e79957dfc7f23840f23559002670fb150d9	1	0.584485	0.601991	0.284621	0.584485	0.601991	0.284621
fold_nv_xp_073256376.zip	878925e3c1bf37c306131e471e934e79957dfc7f23840f23559002670fb150d9	2	0.832108	0.572546	0.408885	0.832108	0.572546	0.408885
fold_nv_xp_073256376.zip	878925e3c1bf37c306131e471e934e79957dfc7f23840f23559002670fb150d9	3	0.404243	0.604940	0.220660	0.404243	0.604940	0.220660
fold_nv_xp_073256376.zip	878925e3c1bf37c306131e471e934e79957dfc7f23840f23559002670fb150d9	4	0.260077	0.587383	0.328387	0.826444	0.587383	0.387990
fold_nv_xp_020904317.zip	2a906df5b68f2b481093202f968f1d89bca6189d0c393c4f246a02a96cf466b2	0	0.105370	0.100447	0.029035	0.597949	0.100447	0.029035
fold_nv_xp_020904317.zip	2a906df5b68f2b481093202f968f1d89bca6189d0c393c4f246a02a96cf466b2	1	0.399132	0.022688	0.019448	0.630041	0.121383	0.030823
fold_nv_xp_020904317.zip	2a906df5b68f2b481093202f968f1d89bca6189d0c393c4f246a02a96cf466b2	2	0.148623	0.110739	0.019774	0.611805	0.110739	0.030441
fold_nv_xp_020904317.zip	2a906df5b68f2b481093202f968f1d89bca6189d0c393c4f246a02a96cf466b2	3	0.149018	0.101954	0.023516	0.622232	0.101954	0.023516
fold_nv_xp_020904317.zip	2a906df5b68f2b481093202f968f1d89bca6189d0c393c4f246a02a96cf466b2	4	0.136509	0.085510	0.017742	0.627685	0.085510	0.023356
fold_nv_xp_028404342.zip	21014b7268d465828e07d316a134c5bc80e212123289fb2b79def926fbcf64bf	0	0.156132	0.250244	0.226925	0.740352	0.250244	0.226925
